timestamp,value1,value2
259,365,213
260,331,661
261,316,525
262,369,603
263,303,602
264,267,614
265,232,838
266,241,990
267,237,1047
268,196,1051
269,137,1373
270,2858,1259
271,2781,1621
272,2891,1680
273,123,1551
274,236,1787
275,314,2325
276,256,2014
277,267,1853
278,275,1920
279,370,1993
280,362,1841
281,340,1861
282,320,1901
283,221,1863
284,265,2134
285,248,1974
286,316,1868
287,342,1775
288,321,727
289,319,941
290,335,1038
291,317,799
292,328,672
293,306,679
294,305,592
295,269,358
296,273,249
297,261,237
298,238,203
299,208,223
300,105,217
301,141,209
302,144,206
303,170,157
304,167,244
305,179,283
306,178,380
307,177,458
308,203,500
309,236,628
310,258,724
311,251,739
312,265,931
313,319,905
314,287,891
315,293,1002
316,211,970
317,142,912
318,176,999
319,184,963
320,201,972
321,193,760
322,157,648
323,75,569
324,116,586
325,127,527
326,98,465
327,106,507
328,126,420
329,63,403
330,91,330
331,115,278
332,112,191
333,670,173
334,2941,220
335,2848,2268
336,2924,2190
337,213,108
338,241,122
339,260,245
340,242,300
341,250,176
342,316,172
343,325,233
344,275,272
345,283,299
346,301,307
347,373,283
348,428,317
349,407,239
350,414,234
351,438,240
352,526,201
353,478,162
354,384,179
355,374,276
356,462,279
357,398,346
358,366,399
359,311,488
360,227,645
361,148,618
362,137,556
363,144,538
364,149,1031
365,126,880
366,78,1286
367,95,1060
368,55,1202
369,57,1220
370,69,1379
371,88,1283
372,105,1167
373,107,1064
374,228,825
375,249,742
376,222,702
377,133,705
378,131,586
379,126,674
380,146,517
381,117,424
382,182,333
383,146,262
384,161,193
385,193,223
386,217,173
387,187,170
388,153,192
389,161,187
390,155,254
391,213,321
392,142,351
393,196,487
394,189,708
395,187,634
396,190,630
397,184,454
398,224,340
399,322,181
400,296,140
401,274,186
402,278,348
403,172,413
404,202,416
405,214,494
406,182,548
407,179,726
408,102,779
409,95,907
410,141,1031
411,136,1221
412,175,1154
413,187,1356
414,175,1602
415,211,1637
416,239,1672
417,251,1442
418,245,1030
419,241,1135
420,209,1069
421,223,821
422,290,658
423,272,633
424,268,430
425,228,307
426,211,415
427,157,493
428,290,465
429,2003,542
430,188,455
431,700,408
432,556,445
433,931,463
434,117,434
435,450,419
436,221,405
437,195,410
438,243,417
439,233,403
440,274,433
441,410,413
442,414,408
443,417,533
444,820,640
445,1010,573
446,903,600
447,965,876
448,837,1003
449,897,1080
450,207,1133
451,199,1302
452,241,1330
453,292,1374
454,484,829
455,91,992
456,88,1307
457,91,1822
458,402,1761
459,534,1720
460,561,1893
461,584,1449
462,642,1319
463,593,1197
464,592,482
465,625,638
466,719,553
467,810,528
468,790,307
469,789,232
470,863,290
471,722,294
472,714,187
473,860,186
474,949,163
475,1099,148
476,718,150
477,574,174
478,570,205
479,282,214
480,288,172
481,234,94
482,149,66
483,134,79
484,87,88
485,110,107
486,108,103
487,146,121
488,174,100
489,180,122
490,182,114
491,90,131
492,89,140
493,61,138
494,49,147
495,59,150
496,68,168
497,70,155
498,94,153
499,116,151
500,171,147
501,169,158
502,99,162
503,143,143
504,149,166
505,152,149
506,165,158
507,165,144
508,160,122
509,157,124
510,183,145
511,191,123
512,179,122
513,185,231
514,248,115
515,188,242
516,215,138
517,207,113
518,284,135
519,355,137
520,337,107
521,234,126
522,169,75
523,210,70
524,260,88
525,237,84
526,193,81
527,162,84
528,132,77
529,111,82
530,159,71
531,119,67
532,215,75
533,148,59
534,185,51
535,236,53
536,267,63
537,266,133
538,354,115
539,355,102
540,374,92
541,402,88
542,460,118
543,493,109
544,548,109
545,535,101
546,681,93
547,760,94
548,763,94
549,741,14
550,776,93
551,824,86
552,919,52
553,882,34
554,809,32
555,801,33
556,662,60
557,536,95
558,366,97
559,230,93
560,157,73
561,124,95
562,151,92
563,160,100
564,139,96
565,239,72
566,152,119
567,188,134
568,297,132
569,295,132
570,319,137
571,423,140
572,364,136
573,343,139
574,344,138
575,374,138
576,308,144
577,347,145
578,282,129
579,239,143
580,264,134
581,255,124
582,240,138
583,279,137
584,288,147
585,361,142
586,258,142
587,201,148
588,198,139
589,165,143
590,145,145
591,125,148
592,200,125
593,214,128
594,297,123
595,332,133
596,379,139
597,391,125
598,277,125
599,256,139
600,318,136
601,326,131
602,342,137
603,272,126
604,173,113
605,141,131
606,153,136
607,172,138
608,171,143
609,81,154
610,99,158
611,150,140
612,173,130
613,217,124
614,330,11
615,369,67
616,521,70
617,712,97
618,648,78
619,623,44
620,615,12
621,631,34
622,612,31
623,706,82
624,685,63
625,546,66
626,628,114
627,635,131
628,736,136
629,725,138
635,911,157
636,943,212
637,948,230
638,796,259
639,709,199
640,613,170
641,683,216
642,689,191
643,800,149
644,826,165
645,617,195
646,636,176
647,707,182
648,762,154
649,615,163
650,540,225
651,601,234
652,742,180
653,611,178
654,577,146
655,571,109
656,342,116
657,295,103
658,269,144
659,200,180
660,101,159
661,189,178
662,137,148
663,118,113
664,138,103
665,145,57
666,120,58
667,130,120
668,109,121
669,110,96
670,85,101
671,62,99
672,175,94
673,201,92
674,185,35
675,231,31
676,255,13
677,267,13
678,280,12
679,279,103
680,345,109
681,240,96
682,241,94
683,247,139
684,279,101
685,251,139
686,275,160
687,296,199
688,355,220
689,289,358
690,278,359
691,167,459
692,122,443
693,152,477
694,86,314
695,81,384
696,88,428
697,102,338
698,93,145
699,65,175
700,58,175
630,773,147
631,587,137
632,701,162
633,819,167
634,832,145
701,54,171
702,60,182
703,56,162
704,95,144
705,92,176
706,113,207
707,156,169
708,159,146
709,149,125
710,195,99
711,182,97
712,211,97
713,162,83
714,134,87
715,98,90
716,130,90
717,158,50
718,173,93
719,161,91
720,219,19
721,164,19
722,160,91
723,135,55
724,129,50
725,174,49
726,191,53
727,280,52
728,228,54
729,411,53
730,439,85
731,430,51
732,321,53
733,204,18
734,168,56
735,168,54
736,235,10
737,229,9
738,353,113
739,383,116
740,418,100
741,382,118
742,291,117
743,284,129
744,289,159
745,252,169
746,188,213
747,183,373
748,184,405
749,233,387
750,227,450
751,205,434
752,156,293
753,141,244
754,159,238
755,132,219
756,158,190
757,104,202
758,124,209
759,97,222
760,160,185
761,186,168
762,193,133
763,277,141
764,263,157
765,196,181
766,193,627
767,282,142
768,254,137
769,243,150
770,282,731
771,250,4630
772,280,4562
773,240,4891
774,191,4813
775,166,104
776,157,105
777,159,107
778,152,111
779,134,98
780,150,119
781,160,118
782,218,133
783,293,148
784,336,162
785,315,371
786,332,148
787,353,146
788,306,158
789,405,175
790,392,223
791,413,171
792,448,162
793,399,159
794,404,207
795,430,156
796,370,165
797,253,163
798,225,195
799,172,156
800,149,195
801,123,154
802,164,149
803,126,153
804,146,128
805,146,118
806,175,133
807,153,168
808,180,152
809,225,150
810,270,146
811,390,164
812,415,156
813,426,158
814,392,184
815,491,249
816,525,232
817,596,235
818,466,235
819,505,253
820,531,287
821,492,310
822,513,327
823,399,351
824,369,333
825,339,329
826,319,308
827,290,284
828,324,284
829,324,229
830,323,145
831,77,196
832,79,166
833,151,199
834,134,197
835,147,131
836,147,134
837,144,134
838,171,79
839,163,77
840,166,95
841,169,87
842,172,103
843,191,90
844,180,85
845,221,94
846,177,115
847,207,70
848,211,73
849,284,163
850,223,215
851,208,298
852,245,302
853,217,246
854,270,188
855,254,124
856,303,155
857,315,154
858,337,156
859,377,116
860,392,2769
861,449,2697
862,429,2833
863,533,2730
864,521,3799
865,699,3853
866,499,61
867,692,102
868,575,106
869,489,135
870,606,110
871,620,112
872,610,108
873,575,118
874,505,115
875,491,106
876,440,132
877,331,128
878,335,119
879,388,132
880,296,112
881,234,136
882,191,134
883,179,111
884,129,108
885,115,95
886,89,89
887,88,119
888,94,116
889,61,114
890,93,113
891,113,78
892,104,79
893,84,106
894,96,104
895,60,108
896,126,95
897,139,101
898,117,98
899,155,92
900,173,15
901,200,98
902,205,96
903,222,100
904,270,83
905,255,84
906,251,87
907,257,55
908,224,38
909,225,37
910,195,35
911,165,34
912,189,34
913,167,61
914,111,57
915,114,96
916,86,97
917,104,95
918,117,99
919,61,98
920,52,110
921,58,104
922,67,102
923,72,105
924,106,119
925,103,124
926,165,177
927,154,113
928,170,100
929,132,130
930,152,115
931,179,100
932,207,127
933,201,136
934,109,111
935,136,129
936,120,127
937,139,107
938,231,106
939,300,106
940,402,104
941,462,122
942,501,99
943,494,97
944,619,123
945,688,114
946,796,116
947,979,107
948,908,103
949,989,101
950,1022,99
951,1035,100
952,843,109
953,943,102
954,1061,109
955,1056,110
956,1009,98
957,904,97
958,1098,100
959,440,102
960,397,106
961,358,152
962,317,155
963,247,164
964,219,171
965,220,173
966,209,201
967,185,163
968,181,168
969,210,159
970,129,155
971,204,158
972,208,167
973,215,151
974,208,170
975,275,161
976,250,186
977,264,172
978,241,194
979,262,341
980,140,166
981,263,173
982,240,187
983,271,166
984,444,178
985,273,158
986,231,174
987,157,136
988,149,140
989,141,155
990,5059,190
991,162,184
992,229,174
993,203,150
994,221,140
995,222,197
996,273,193
997,330,174
998,406,179
999,366,161
1000,397,153
1001,338,256
1002,315,285
1003,300,217
1004,194,146
1005,137,142
1006,258,161
1007,118,157
1008,107,164
1009,195,131
1010,182,151
1011,168,178
1012,219,169
1013,319,150
1014,272,124
1015,301,120
1016,412,112
1017,409,91
1018,466,123
1019,395,126
1020,308,160
1021,281,198
1022,210,130
1023,176,138
1024,202,143
1025,141,147
1026,238,136
1027,260,140
1028,268,127
1029,255,131
1030,211,147
1031,121,130
1032,144,125
1033,210,140
1034,418,145
1035,123,135
1036,142,1612
1037,145,1738
1038,202,70
1039,151,109
1040,148,133
1041,172,141
1042,242,134
1043,236,145
1044,306,131
1045,359,137
1046,422,141
1047,645,195
1048,853,163
1049,767,131
1050,958,135
1051,973,148
1052,1108,146
1053,1034,154
1054,1149,147
1055,1261,147
1056,1143,197
1057,1108,211
1058,917,202
1059,555,169
1060,366,143
1061,502,135
1062,350,127
1063,397,128
1064,280,170
1065,255,166
1066,102,160
1067,93,144
1068,86,157
1069,127,156
1070,137,149
1071,133,153
1072,154,163
1073,158,140
1074,200,120
1075,188,115
1076,183,121
1077,291,113
1078,283,116
1079,302,101
1080,257,102
1081,292,103
1082,289,108
1083,250,112
1084,264,107
1085,241,106
1086,247,112
1087,234,125
1088,283,103
1089,306,105
1090,360,129
1091,386,111
1092,480,141
1093,519,116
1094,447,114
1095,555,167
1096,632,139
1097,645,128
1098,676,117
1099,651,126
1100,723,138
1101,583,132
1102,572,103
1103,610,113
1104,666,122
1105,587,127
1106,581,158
1107,444,116
1108,539,125
1109,673,120
1110,774,172
1111,757,170
1112,747,200
1113,640,216
1114,709,183
1115,591,177
1116,536,185
1117,340,224
1118,199,289
1119,139,297
1120,96,258
1121,60,246
1122,92,244
1123,88,214
1124,103,233
1125,147,181
1126,202,194
1127,492,181
1128,563,189
1129,565,197
1130,560,208
1131,217,181
1132,211,166
1133,181,166
1134,143,193
1135,131,172
1136,64,147
1137,63,159
1138,108,179
1139,190,165
1140,315,167
1141,379,191
1142,442,140
1143,617,175
1144,267,143
1145,240,184
1146,246,169
1147,305,126
1148,382,125
1149,404,123
1150,364,129
1151,365,121
1152,376,122
1153,340,117
1154,282,107
1155,301,108
1156,463,97
1157,350,106
1158,289,99
1159,318,114
1160,274,120
1161,233,468
1162,130,474
1163,132,219
1164,88,226
1165,94,420
1166,104,521
1167,94,527
1168,110,609
1169,113,227
1170,167,273
1171,176,303
1172,192,153
1173,174,105
1174,171,113
1175,177,115
1176,198,111
1177,173,109
1178,142,118
1179,145,110
1180,141,107
1181,181,105
1182,175,102
1183,179,108
1184,161,116
1185,160,112
1186,164,114
1187,217,110
1188,271,104
1189,300,111
1190,278,101
1191,304,105
1192,313,104
1193,257,107
1194,271,115
1195,326,110
1196,349,116
1197,349,124
1198,367,120
1199,487,117
1200,644,111
1201,948,136
1202,1000,127
1203,955,121
1204,925,131
1205,1091,129
1206,1140,119
1207,766,134
1208,403,137
1209,225,118
1210,148,114
1211,98,123
1212,92,124
1213,130,132
1214,105,184
1215,114,201
1216,138,209
1217,125,251
1218,93,245
1219,138,215
1220,202,252
1221,156,304
1222,218,239
1223,233,189
1224,178,194
1225,195,245
1226,223,396
1227,275,385
1228,341,285
1229,379,271
1230,266,308
1231,321,305
