id,value
293,0.304634436
294,0.296631678
295,0.288690869
296,0.280814427
297,0.27300475
298,0.265264219
299,0.25759519
300,0.25
301,0.242480963
302,0.235040368
303,0.227680482
304,0.220403548
305,0.213211782
306,0.206107374
307,0.199092488
308,0.192169262
309,0.185339804
310,0.178606195
311,0.171970486
312,0.165434697
313,0.15900082
314,0.152670815
315,0.146446609
316,0.1403301
317,0.134323149
318,0.128427587
319,0.12264521
320,0.116977778
321,0.111427019
322,0.105994623
323,0.100682245
324,0.095491503
325,0.090423978
326,0.085481214
327,0.080664716
328,0.075975952
329,0.07141635
330,0.066987298
331,0.062690146
332,0.058526204
333,0.054496738
334,0.050602977
335,0.046846106
336,0.043227271
337,0.039747573
338,0.036408073
339,0.033209787
340,0.03015369
341,0.027240712
342,0.024471742
343,0.021847622
344,0.019369152
345,0.017037087
346,0.014852137
347,0.012814968
348,0.0109262
349,0.009186408
350,0.007596123
351,0.00615583
352,0.004865966
353,0.003726924
354,0.002739052
355,0.001902651
356,0.001217975
357,0.000685233
358,0.000304586
359,7.62E-05
360,1.50E-32
361,0.001218346
362,0.004871899
363,0.010956209
364,0.019463863
365,0.030384494
366,0.043704799
367,0.059408547
368,0.077476608
369,0.097886967
370,0.120614758
371,0.145632291
372,0.172909085
373,0.202411907
374,0.234104814
375,0.267949192
376,0.303903808
377,0.341924855
378,0.381966011
379,0.423978493
380,0.467911114
381,0.513710349
382,0.561320399
383,0.610683259
384,0.661738787
385,0.714424781
386,0.768677049
387,0.824429495
388,0.881614193
389,0.940161472
390,1
391,1.061056874
392,1.123257706
393,1.186526714
394,1.250786813
395,1.315959713
396,1.381966011
397,1.448725288
398,1.516156209
399,1.584176618
400,1.652703645
401,1.721653798
402,1.790943073
403,1.860487053
404,1.930201007
405,2
406,2.069798993
407,2.139512947
408,2.209056927
409,2.278346202
410,2.347296355
411,2.415823382
412,2.483843791
413,2.551274712
414,2.618033989
415,2.684040287
416,2.749213187
417,2.813473286
418,2.876742294
419,2.938943126
420,3
421,3.059838528
422,3.118385807
423,3.175570505
424,3.231322951
425,3.285575219
426,3.338261213
427,3.389316741
428,3.438679601
429,3.486289651
430,3.532088886
431,3.576021507
432,3.618033989
433,3.658075145
434,3.696096192
435,3.732050808
436,3.765895186
437,3.797588093
438,3.827090915
439,3.854367709
440,3.879385242
441,3.902113033
442,3.922523392
443,3.940591453
444,3.956295201
445,3.969615506
446,3.980536137
447,3.989043791
448,3.995128101
449,3.998781654
450,4
451,3.998781654
452,3.995128101
453,3.989043791
454,3.980536137
455,3.969615506
456,3.956295201
457,3.940591453
458,3.922523392
459,3.902113033
460,3.879385242
461,3.854367709
462,3.827090915
463,3.797588093
464,3.765895186
465,3.732050808
466,3.696096192
467,3.658075145
468,3.618033989
469,3.576021507
470,3.532088886
471,3.486289651
472,3.438679601
473,3.389316741
474,3.338261213
475,3.285575219
476,3.231322951
477,3.175570505
478,3.118385807
479,3.059838528
480,3
481,2.938943126
482,2.876742294
483,2.813473286
484,2.749213187
485,2.684040287
486,2.618033989
487,2.551274712
488,2.483843791
489,2.415823382
490,2.347296355
491,2.278346202
492,2.209056927
493,2.139512947
494,2.069798993
495,2
496,1.930201007
497,1.860487053
498,1.790943073
499,1.721653798
500,1.652703645
501,1.584176618
502,1.516156209
503,1.448725288
504,1.381966011
505,1.315959713
506,1.250786813
507,1.186526714
508,1.123257706
509,1.061056874
510,1
511,0.940161472
512,0.881614193
513,0.824429495
514,0.768677049
515,0.714424781
516,0.661738787
517,0.610683259
518,0.561320399
519,0.513710349
520,0.467911114
521,0.423978493
522,0.381966011
523,0.341924855
524,0.303903808
525,0.267949192
526,0.234104814
527,0.202411907
528,0.172909085
529,0.145632291
530,0.120614758
531,0.097886967
532,0.077476608
533,0.059408547
534,0.043704799
535,0.030384494
536,0.019463863
537,0.010956209
538,0.004871899
539,0.001218346
540,6.00E-32
541,0.006167094
542,0.024651471
543,0.055402467
544,0.098335797
545,0.153333782
546,0.220245677
547,0.298888081
548,0.389045441
549,0.490470641
550,0.602885683
551,0.725982444
552,0.859423525
553,1.002843173
554,1.155848285
555,1.318019485
556,1.488912271
557,1.66805824
558,1.854966365
559,2.049124342
560,2.25
561,2.457042751
562,2.669685106
563,2.887344227
564,3.109423525
565,3.335314297
566,3.564397391
567,3.796044907
568,4.029621915
569,4.264488197
570,4.5
571,4.735511803
572,4.970378085
573,5.203955093
574,5.435602609
575,5.664685703
576,5.890576475
577,6.112655773
578,6.330314894
579,6.542957249
580,6.75
581,6.950875658
582,7.145033635
583,7.33194176
584,7.511087729
585,7.681980515
586,7.844151715
587,7.997156827
588,8.140576475
589,8.274017556
590,8.397114317
591,8.509529359
592,8.610954559
593,8.701111919
594,8.779754323
595,8.846666218
596,8.901664203
597,8.944597533
598,8.975348529
599,8.993832906
600,9
601,8.993832906
602,8.975348529
603,8.944597533
604,8.901664203
605,8.846666218
606,8.779754323
607,8.701111919
608,8.610954559
609,8.509529359
610,8.397114317
611,8.274017556
612,8.140576475
613,7.997156827
614,7.844151715
615,7.681980515
616,7.511087729
617,7.33194176
618,7.145033635
619,6.950875658
620,6.75
621,6.542957249
622,6.330314894
623,6.112655773
624,5.890576475
625,5.664685703
626,5.435602609
627,5.203955093
628,4.970378085
629,4.735511803
630,4.5
631,4.264488197
632,4.029621915
633,3.796044907
634,3.564397391
635,3.335314297
636,3.109423525
637,2.887344227
638,2.669685106
639,2.457042751
640,2.25
641,2.049124342
642,1.854966365
643,1.66805824
644,1.488912271
645,1.318019485
646,1.155848285
647,1.002843173
648,0.859423525
649,0.725982444
650,0.602885683
651,0.490470641
652,0.389045441
653,0.298888081
654,0.220245677
655,0.153333782
656,0.098335797
657,0.055402467
658,0.024651471
659,0.006167094
660,1.35E-31
661,0.019487598
662,0.07785545
663,0.174819194
664,0.309906432
665,0.482459034
666,0.691636339
667,0.936419257
668,1.215615231
669,1.527864045
670,1.871644455
671,2.245281597
672,2.646955149
673,3.074708197
674,3.526456772
675,4
676,4.493030826
677,5.003147253
678,5.527864045
679,6.064624835
680,6.610814579
681,7.163772294
682,7.720804026
683,8.279195974
684,8.836227706
685,9.389185421
686,9.935375165
687,10.47213595
688,10.99685275
689,11.50696917
690,12
691,12.47354323
692,12.9252918
693,13.35304485
694,13.7547184
695,14.12835554
696,14.47213595
697,14.78438477
698,15.06358074
699,15.30836366
700,15.51754097
701,15.69009357
702,15.82518081
703,15.92214455
704,15.9805124
705,16
706,15.9805124
707,15.92214455
708,15.82518081
709,15.69009357
710,15.51754097
711,15.30836366
712,15.06358074
713,14.78438477
714,14.47213595
715,14.12835554
716,13.7547184
717,13.35304485
718,12.9252918
719,12.47354323
720,12
721,11.50696917
722,10.99685275
723,10.47213595
724,9.935375165
725,9.389185421
726,8.836227706
727,8.279195974
728,7.720804026
729,7.163772294
730,6.610814579
731,6.064624835
732,5.527864045
733,5.003147253
734,4.493030826
735,4
736,3.526456772
737,3.074708197
738,2.646955149
739,2.245281597
740,1.871644455
741,1.527864045
742,1.215615231
743,0.936419257
744,0.691636339
745,0.482459034
746,0.309906432
747,0.174819194
748,0.07785545
749,0.019487598
750,2.40E-31
