ts,value
214,0.189127
215,0.184416
216,0.174994
217,0.165572
218,0.165572
219,0.15615
220,0.146728
221,0.142017
222,0.151439
223,0.142017
224,0.132595
225,0.132595
226,0.137306
227,0.127884
228,0.118462
229,0.10904
230,0.113751
231,0.10904
232,0.104329
233,0.0996176
234,0.104329
235,0.104329
236,0.0949065
237,0.0901955
238,0.0901955
239,0.0807734
240,0.0807734
241,0.0760623
242,0.0713513
243,0.0760623
244,0.0713513
245,0.0666402
246,0.0619292
247,0.0666402
248,0.0666402
249,0.0572181
250,0.0572181
251,0.0619292
252,0.0572181
253,0.0572181
254,0.0525071
255,0.043085
256,0.0383739
257,0.0336629
258,0.0289518
259,0.0242408
260,0.0195297
261,0.0195297
262,0.0148187
263,0.0195297
264,0.104329
265,0.000685552
266,-0.0464249
267,0.0195297
268,0.0242408
269,0.0195297
270,0.0195297
271,0.0101076
272,0.0101076
273,0.0148187
274,0.0195297
275,0.0148187
276,0.0101076
277,0.0053966
278,-0.00873654
279,-0.0134476
280,-0.0134476
281,-0.00873654
282,-0.0181586
283,-0.0181586
284,-0.0134476
285,-0.0181586
286,-0.0228697
287,-0.0228697
288,-0.0275807
289,-0.0275807
290,-0.0228697
291,-0.0228697
292,-0.0275807
293,-0.0275807
294,-0.0322918
295,-0.0370028
296,-0.0417139
297,-0.051136
298,-0.0605581
299,-0.0652691
300,-0.0605581
301,-0.055847
302,-0.055847
303,-0.0605581
304,-0.0605581
305,-0.0652691
306,-0.0652691
307,-0.0699802
308,-0.0746912
309,-0.0699802
310,-0.0699802
311,-0.0746912
312,-0.0794023
313,-0.0746912
314,-0.0746912
315,-0.0794023
316,-0.0794023
317,-0.0841133
318,-0.0888244
319,-0.0888244
320,-0.0935354
321,-0.0935354
322,-0.102958
323,-0.102958
324,-0.107669
325,-0.11238
326,-0.107669
327,-0.107669
328,-0.11238
329,-0.117091
330,-0.11238
331,-0.117091
332,-0.117091
333,-0.121802
334,-0.121802
335,-0.126513
336,-0.126513
337,-0.131224
338,-0.131224
339,-0.135935
340,-0.135935
341,-0.140646
342,-0.140646
343,-0.145357
344,-0.145357
345,-0.150068
346,-0.150068
347,-0.154779
348,-0.154779
349,-0.15949
350,-0.15949
351,-0.164201
352,-0.164201
353,-0.168912
354,-0.168912
355,-0.173623
356,-0.178334
357,-0.178334
358,-0.173623
359,-0.173623
360,-0.178334
361,-0.173623
362,-0.173623
363,-0.178334
364,-0.178334
365,-0.173623
366,-0.173623
367,-0.178334
368,-0.178334
369,-0.183045
370,-0.183045
371,-0.187756
372,-0.187756
373,-0.183045
374,-0.187756
375,-0.183045
376,-0.183045
377,-0.187756
378,-0.187756
379,-0.192467
380,-0.192467
381,-0.197178
382,-0.197178
383,-0.20189
384,-0.20189
385,-0.197178
386,-0.20189
387,-0.197178
388,-0.197178
389,-0.20189
390,-0.20189
391,-0.206601
392,-0.206601
393,-0.211312
394,-0.211312
395,-0.216023
396,-0.216023
397,-0.220734
398,-0.220734
399,-0.225445
400,-0.225445
401,-0.220734
402,-0.225445
403,-0.225445
404,-0.230156
405,-0.230156
406,-0.234867
407,-0.234867
408,-0.239578
409,-0.239578
410,-0.244289
411,-0.244289
412,-0.249
413,-0.249
414,-0.253711
415,-0.253711
416,-0.258422
417,-0.258422
418,-0.263133
419,-0.263133
420,-0.267844
421,-0.267844
422,-0.272555
423,-0.277266
424,-0.286688
425,-0.29611
426,-0.300822
427,-0.300822
428,-0.29611
429,-0.281977
430,-0.277266
431,-0.277266
432,-0.286688
433,-0.29611
434,-0.305533
435,-0.310244
436,-0.310244
437,-0.305533
438,-0.29611
439,-0.286688
440,-0.281977
441,-0.291399
442,-0.29611
443,-0.305533
444,-0.310244
445,-0.310244
446,-0.305533
447,-0.291399
448,-0.281977
449,-0.281977
450,-0.286688
451,-0.300822
452,-0.305533
453,-0.310244
454,-0.314955
455,-0.310244
456,-0.300822
457,-0.286688
458,-0.281977
459,-0.281977
460,-0.286688
461,-0.300822
462,-0.310244
463,-0.314955
464,-0.314955
465,-0.310244
466,-0.300822
467,-0.291399
468,-0.286688
469,-0.29611
470,-0.300822
471,-0.314955
472,-0.314955
473,-0.319666
474,-0.319666
475,-0.314955
476,-0.319666
477,-0.324377
478,-0.324377
479,-0.319666
480,-0.319666
481,-0.305533
482,-0.29611
483,-0.291399
484,-0.300822
485,-0.305533
486,-0.314955
487,-0.319666
488,-0.329088
489,-0.329088
490,-0.333799
491,-0.319666
492,-0.314955
493,-0.324377
494,-0.333799
495,-0.33851
496,-0.343221
497,-0.347932
498,-0.347932
499,-0.343221
500,-0.343221
501,-0.333799
502,-0.319666
503,-0.310244
504,-0.305533
505,-0.310244
506,-0.314955
507,-0.319666
508,-0.319666
509,-0.324377
510,-0.319666
511,-0.314955
512,-0.310244
513,-0.29611
514,-0.281977
515,-0.277266
516,-0.272555
517,-0.272555
518,-0.267844
519,-0.263133
520,-0.258422
521,-0.258422
522,-0.253711
523,-0.249
524,-0.244289
525,-0.244289
526,-0.239578
527,-0.230156
528,-0.220734
529,-0.216023
530,-0.20189
531,-0.183045
532,-0.173623
533,-0.164201
534,-0.15949
535,-0.145357
536,-0.135935
537,-0.126513
538,-0.117091
539,-0.107669
540,-0.0935354
541,-0.0841133
542,-0.0746912
543,-0.0652691
544,-0.0605581
545,-0.055847
546,-0.0417139
547,-0.0228697
548,-0.00873654
549,0.0101076
550,0.043085
551,0.0619292
552,0.0619292
553,0.0572181
554,0.0619292
555,0.0619292
556,0.0713513
557,0.0666402
558,0.0619292
559,0.0572181
560,0.0619292
561,0.0572181
562,0.0525071
563,0.0525071
564,0.0619292
565,0.0619292
566,0.0525071
567,0.043085
568,0.0383739
569,0.0336629
570,0.0242408
571,0.0195297
572,0.0242408
573,0.0195297
574,0.0148187
575,0.0101076
576,0.0101076
577,0.0053966
578,0.000685552
579,-0.0040255
580,-0.0040255
581,-0.00873654
582,-0.0181586
583,-0.0181586
584,-0.0228697
585,-0.0275807
586,-0.0275807
587,-0.0322918
588,-0.0370028
589,-0.0417139
590,-0.0417139
591,-0.0464249
592,-0.051136
593,-0.0464249
594,-0.051136
595,-0.051136
596,-0.055847
597,-0.055847
598,-0.0605581
599,-0.0652691
600,-0.0605581
601,-0.0605581
602,-0.0652691
603,-0.0652691
604,-0.0746912
605,-0.0794023
606,-0.0841133
607,-0.0794023
608,-0.0794023
609,-0.0841133
610,-0.0841133
611,-0.0888244
612,-0.0888244
613,-0.0935354
614,-0.0935354
615,-0.0982465
616,-0.0982465
617,-0.102958
618,-0.102958
619,-0.107669
620,-0.107669
621,-0.11238
622,-0.11238
623,-0.117091
624,-0.117091
625,-0.121802
626,-0.121802
627,-0.126513
628,-0.131224
629,-0.131224
630,-0.135935
631,-0.131224
632,-0.131224
633,-0.135935
634,-0.140646
635,-0.140646
636,-0.145357
637,-0.145357
638,-0.150068
639,-0.150068
640,-0.154779
641,-0.154779
642,-0.15949
643,-0.15949
644,-0.164201
645,-0.164201
646,-0.168912
647,-0.168912
648,-0.173623
649,-0.173623
650,-0.178334
651,-0.183045
652,-0.187756
653,-0.192467
654,-0.197178
655,-0.20189
656,-0.20189
657,-0.206601
658,-0.206601
659,-0.211312
660,-0.225445
661,-0.253711
662,-0.281977
663,-0.29611
664,-0.286688
665,-0.263133
666,-0.253711
667,-0.249
668,-0.253711
669,-0.253711
670,-0.244289
671,-0.234867
672,-0.234867
673,-0.230156
674,-0.230156
675,-0.234867
676,-0.239578
677,-0.239578
678,-0.234867
679,-0.239578
680,-0.239578
681,-0.173623
682,-0.277266
683,-0.272555
684,-0.239578
685,-0.239578
686,-0.244289
687,-0.239578
688,-0.230156
689,-0.216023
690,-0.197178
691,-0.178334
692,-0.168912
693,-0.173623
694,-0.192467
695,-0.206601
696,-0.216023
697,-0.230156
698,-0.234867
699,-0.239578
700,-0.244289
701,-0.244289
702,-0.249
703,-0.249
704,-0.253711
705,-0.253711
706,-0.258422
707,-0.258422
708,-0.263133
709,-0.263133
710,-0.267844
711,-0.267844
712,-0.267844
713,-0.267844
714,-0.272555
715,-0.272555
716,-0.277266
717,-0.277266
718,-0.281977
719,-0.281977
720,-0.286688
721,-0.286688
722,-0.291399
723,-0.291399
724,-0.29611
725,-0.29611
726,-0.300822
727,-0.300822
728,-0.305533
729,-0.305533
730,-0.310244
731,-0.310244
732,-0.314955
733,-0.314955
734,-0.319666
735,-0.314955
736,-0.314955
737,-0.319666
738,-0.324377
739,-0.319666
740,-0.319666
741,-0.324377
742,-0.329088
743,-0.33851
744,-0.343221
745,-0.343221
746,-0.33851
747,-0.333799
748,-0.324377
749,-0.319666
750,-0.314955
751,-0.314955
752,-0.319666
753,-0.324377
754,-0.333799
755,-0.343221
756,-0.343221
757,-0.33851
758,-0.329088
759,-0.319666
760,-0.314955
761,-0.314955
762,-0.324377
763,-0.329088
764,-0.343221
765,-0.347932
766,-0.347932
767,-0.343221
768,-0.333799
769,-0.324377
770,-0.324377
771,-0.329088
772,-0.333799
773,-0.357354
774,-0.362065
775,-0.366776
776,-0.366776
777,-0.371487
778,-0.371487
779,-0.380909
780,-0.38562
781,-0.390331
782,-0.395042
783,-0.395042
784,-0.38562
785,-0.376198
786,-0.371487
787,-0.366776
788,-0.371487
789,-0.376198
790,-0.380909
791,-0.380909
792,-0.38562
793,-0.38562
794,-0.390331
795,-0.395042
796,-0.399754
797,-0.409176
798,-0.413887
799,-0.413887
800,-0.409176
801,-0.399754
802,-0.395042
803,-0.390331
804,-0.395042
805,-0.399754
806,-0.399754
807,-0.404465
808,-0.404465
809,-0.409176
810,-0.404465
811,-0.404465
812,-0.409176
813,-0.409176
814,-0.413887
815,-0.413887
816,-0.409176
817,-0.413887
818,-0.413887
819,-0.409176
820,-0.413887
821,-0.413887
822,-0.418598
823,-0.423309
824,-0.423309
825,-0.42802
826,-0.42802
827,-0.423309
828,-0.413887
829,-0.404465
830,-0.399754
831,-0.399754
832,-0.404465
833,-0.404465
834,-0.409176
835,-0.409176
836,-0.413887
837,-0.413887
838,-0.409176
839,-0.409176
840,-0.423309
841,-0.418598
842,-0.418598
843,-0.423309
844,-0.423309
845,-0.42802
846,-0.42802
847,-0.432731
848,-0.42802
849,-0.432731
850,-0.432731
851,-0.437442
852,-0.437442
853,-0.442153
854,-0.437442
855,-0.437442
856,-0.442153
857,-0.442153
858,-0.446864
859,-0.442153
860,-0.442153
861,-0.446864
862,-0.442153
863,-0.442153
864,-0.446864
865,-0.446864
866,-0.442153
867,-0.442153
868,-0.437442
869,-0.432731
870,-0.423309
871,-0.423309
872,-0.42802
873,-0.42802
874,-0.432731
875,-0.432731
876,-0.437442
877,-0.437442
878,-0.432731
879,-0.432731
880,-0.437442
881,-0.437442
882,-0.432731
883,-0.437442
884,-0.437442
885,-0.423309
886,-0.399754
887,-0.376198
888,-0.33851
889,-0.29611
890,-0.291399
891,-0.300822
892,-0.314955
893,-0.333799
894,-0.362065
895,-0.390331
896,-0.418598
897,-0.451575
898,-0.489263
899,-0.508108
900,-0.536374
901,-0.559929
902,-0.569351
903,-0.578773
904,-0.583484
905,-0.583484
906,-0.588195
907,-0.588195
908,-0.578773
909,-0.545796
910,-0.489263
911,-0.451575
912,-0.442153
913,-0.437442
914,-0.442153
915,-0.446864
916,-0.456286
917,-0.465708
918,-0.465708
919,-0.470419
920,-0.470419
921,-0.47513
922,-0.47513
923,-0.470419
924,-0.470419
925,-0.47513
926,-0.47513
927,-0.479841
928,-0.479841
929,-0.484552
930,-0.479841
931,-0.479841
932,-0.484552
933,-0.484552
934,-0.489263
935,-0.493974
936,-0.493974
937,-0.498686
938,-0.503397
939,-0.508108
940,-0.508108
941,-0.512819
942,-0.508108
943,-0.503397
944,-0.503397
945,-0.498686
946,-0.498686
947,-0.493974
948,-0.484552
949,-0.47513
950,-0.470419
951,-0.465708
952,-0.470419
953,-0.479841
954,-0.489263
955,-0.489263
956,-0.493974
957,-0.498686
958,-0.498686
959,-0.493974
960,-0.493974
961,-0.498686
962,-0.503397
963,-0.503397
964,-0.508108
965,-0.508108
966,-0.512819
967,-0.512819
968,-0.51753
969,-0.522241
970,-0.531663
971,-0.531663
972,-0.541085
973,-0.545796
974,-0.541085
975,-0.536374
976,-0.536374
977,-0.541085
978,-0.541085
979,-0.536374
980,-0.536374
981,-0.541085
982,-0.541085
983,-0.536374
984,-0.536374
985,-0.531663
986,-0.531663
987,-0.526952
988,-0.526952
989,-0.531663
990,-0.536374
991,-0.531663
992,-0.526952
993,-0.526952
994,-0.522241
995,-0.522241
996,-0.526952
997,-0.526952
998,-0.531663
999,-0.531663
1000,-0.526952
1001,-0.526952
1002,-0.531663
1003,-0.531663
1004,-0.536374
1005,-0.550507
1006,-0.550507
1007,-0.545796
1008,-0.536374
1009,-0.531663
1010,-0.531663
1011,-0.526952
1012,-0.526952
1013,-0.522241
1014,-0.498686
1015,-0.493974
1016,-0.479841
1017,-0.465708
1018,-0.456286
1019,-0.446864
1020,-0.442153
1021,-0.446864
1022,-0.451575
1023,-0.456286
1024,-0.456286
1025,-0.451575
1026,-0.451575
1027,-0.446864
1028,-0.451575
1029,-0.451575
1030,-0.446864
1031,-0.442153
1032,-0.432731
1033,-0.418598
1034,-0.413887
1035,-0.413887
1036,-0.418598
1037,-0.418598
1038,-0.423309
1039,-0.423309
1040,-0.42802
1041,-0.42802
1042,-0.432731
1043,-0.437442
1044,-0.437442
1045,-0.442153
1046,-0.442153
1047,-0.446864
1048,-0.446864
1049,-0.442153
1050,-0.442153
1051,-0.446864
1052,-0.446864
1053,-0.451575
1054,-0.451575
1055,-0.456286
1056,-0.456286
1057,-0.460997
1058,-0.460997
1059,-0.465708
1060,-0.470419
1061,-0.479841
1062,-0.484552
1063,-0.484552
1064,-0.489263
1065,-0.489263
1066,-0.484552
1067,-0.489263
1068,-0.493974
1069,-0.493974
1070,-0.489263
1071,-0.489263
1072,-0.47513
1073,-0.470419
1074,-0.51753
1075,-0.526952
1076,-0.531663
1077,-0.541085
1078,-0.545796
1079,-0.550507
1080,-0.550507
1081,-0.545796
1082,-0.545796
1083,-0.541085
1084,-0.531663
1085,-0.522241
1086,-0.51753
1087,-0.512819
1088,-0.512819
1089,-0.51753
1090,-0.522241
1091,-0.526952
1092,-0.531663
1093,-0.531663
1094,-0.536374
1095,-0.541085
1096,-0.545796
1097,-0.550507
1098,-0.550507
1099,-0.555218
1100,-0.555218
1101,-0.559929
1102,-0.56464
1103,-0.56464
1104,-0.559929
1105,-0.56464
1106,-0.56464
1107,-0.559929
1108,-0.559929
1109,-0.555218
1110,-0.555218
1111,-0.522241
1112,-0.484552
1113,-0.51753
1114,-0.574062
1115,-0.635306
1116,-0.569351
1117,-0.550507
1118,-0.559929
1119,-0.56464
1120,-0.559929
1121,-0.550507
1122,-0.536374
1123,-0.522241
1124,-0.526952
1125,-0.555218
1126,-0.555218
1127,-0.56464
1128,-0.574062
1129,-0.574062
1130,-0.56464
1131,-0.555218
1132,-0.555218
1133,-0.569351
1134,-0.574062
1135,-0.574062
1136,-0.559929
1137,-0.555218
1138,-0.559929
1139,-0.574062
1140,-0.578773
1141,-0.588195
1142,-0.602329
1143,-0.611751
1144,-0.611751
1145,-0.597618
1146,-0.578773
1147,-0.559929
1148,-0.56464
1149,-0.588195
1150,-0.60704
1151,-0.611751
1152,-0.611751
1153,-0.60704
1154,-0.583484
1155,-0.574062
1156,-0.569351
1157,-0.574062
1158,-0.583484
1159,-0.592906
1160,-0.597618
1161,-0.60704
1162,-0.611751
1163,-0.611751
1164,-0.602329
1165,-0.597618
1166,-0.592906
1167,-0.592906
1168,-0.597618
1169,-0.602329
1170,-0.60704
1171,-0.60704
1172,-0.602329
1173,-0.583484
1174,-0.588195
1175,-0.588195
1176,-0.592906
1177,-0.597618
1178,-0.602329
1179,-0.60704
1180,-0.602329
1181,-0.602329
1182,-0.597618
1183,-0.592906
1184,-0.583484
1185,-0.592906
1186,-0.602329
1187,-0.60704
1188,-0.602329
1189,-0.60704
1190,-0.611751
1191,-0.625884
1192,-0.640017
1193,-0.649439
1194,-0.65415
1195,-0.649439
1196,-0.621173
1197,-0.597618
1198,-0.588195
1199,-0.602329
1200,-0.621173
1201,-0.635306
1202,-0.640017
1203,-0.640017
1204,-0.635306
1205,-0.640017
1206,-0.640017
1207,-0.635306
1208,-0.635306
1209,-0.625884
1210,-0.621173
1211,-0.621173
1212,-0.625884
1213,-0.630595
1214,-0.640017
1215,-0.640017
1216,-0.635306
1217,-0.635306
1218,-0.625884
1219,-0.621173
1220,-0.60704
1221,-0.588195
1222,-0.583484
1223,-0.588195
1224,-0.60704
1225,-0.621173
1226,-0.621173
1227,-0.616462
1228,-0.60704
1229,-0.60704
1230,-0.611751
1231,-0.621173
1232,-0.621173
1233,-0.616462
1234,-0.616462
1235,-0.60704
1236,-0.602329
1237,-0.602329
1238,-0.611751
1239,-0.621173
1240,-0.621173
1241,-0.588195
1242,-0.602329
1243,-0.611751
1244,-0.616462
1245,-0.616462
1246,-0.60704
1247,-0.597618
1248,-0.597618
1249,-0.602329
1250,-0.60704
1251,-0.616462
1252,-0.616462
1253,-0.621173
1254,-0.621173
1255,-0.616462
1256,-0.616462
1257,-0.611751
1258,-0.616462
1259,-0.616462
1260,-0.625884
1261,-0.649439
1262,-0.663572
1263,-0.668283
1264,-0.668283
1265,-0.649439
1266,-0.625884
1267,-0.616462
1268,-0.621173
1269,-0.640017
1270,-0.658861
1271,-0.668283
1272,-0.668283
1273,-0.663572
1274,-0.663572
1275,-0.668283
1276,-0.663572
1277,-0.663572
1278,-0.658861
1279,-0.65415
1280,-0.65415
1281,-0.649439
1282,-0.611751
1283,-0.602329
1284,-0.597618
1285,-0.597618
1286,-0.60704
1287,-0.621173
1288,-0.640017
1289,-0.649439
1290,-0.649439
1291,-0.630595
1292,-0.60704
1293,-0.597618
1294,-0.597618
1295,-0.60704
1296,-0.630595
1297,-0.644728
1298,-0.649439
1299,-0.649439
1300,-0.644728
1301,-0.621173
1302,-0.602329
1303,-0.597618
1304,-0.602329
1305,-0.621173
1306,-0.630595
1307,-0.640017
1308,-0.644728
1309,-0.644728
1310,-0.640017
1311,-0.640017
1312,-0.644728
1313,-0.640017
1314,-0.640017
1315,-0.644728
1316,-0.644728
1317,-0.640017
1318,-0.640017
1319,-0.630595
1320,-0.625884
1321,-0.625884
1322,-0.630595
1323,-0.625884
1324,-0.635306
1325,-0.640017
1326,-0.640017
1327,-0.635306
1328,-0.625884
1329,-0.621173
1330,-0.625884
1331,-0.625884
1332,-0.621173
1333,-0.621173
1334,-0.611751
1335,-0.60704
1336,-0.677705
1337,-0.65415
1338,-0.630595
1339,-0.621173
1340,-0.616462
1341,-0.611751
1342,-0.602329
1343,-0.578773
1344,-0.550507
1345,-0.522241
1346,-0.493974
1347,-0.437442
1348,-0.418598
1349,-0.559929
1350,-0.56464
1351,-0.314955
1352,-0.329088
1353,-0.33851
1354,-0.352643
1355,-0.362065
1356,-0.376198
1357,-0.38562
1358,-0.390331
1359,-0.395042
1360,-0.399754
1361,-0.395042
1362,-0.395042
1363,-0.399754
1364,-0.404465
1365,-0.418598
1366,-0.42802
1367,-0.442153
1368,-0.446864
1369,-0.456286
1370,-0.465708
1371,-0.47513
1372,-0.484552
1373,-0.489263
1374,-0.498686
1375,-0.508108
1376,-0.508108
1377,-0.512819
1378,-0.512819
1379,-0.51753
1380,-0.526952
1381,-0.536374
1382,-0.536374
1383,-0.541085
1384,-0.541085
1385,-0.545796
1386,-0.555218
1387,-0.555218
1388,-0.559929
1389,-0.56464
1390,-0.578773
1391,-0.597618
1392,-0.602329
1393,-0.597618
1394,-0.602329
1395,-0.602329
1396,-0.597618
1397,-0.602329
1398,-0.602329
1399,-0.60704
1400,-0.611751
1401,-0.611751
1402,-0.602329
1403,-0.597618
1404,-0.597618
1405,-0.602329
1406,-0.611751
1407,-0.616462
1408,-0.616462
1409,-0.611751
1410,-0.611751
1411,-0.616462
1412,-0.616462
1413,-0.621173
1414,-0.616462
1415,-0.621173
1416,-0.625884
1417,-0.630595
1418,-0.630595
1419,-0.625884
1420,-0.621173
1421,-0.611751
1422,-0.616462
1423,-0.621173
1424,-0.625884
1425,-0.630595
1426,-0.635306
1427,-0.640017
1428,-0.649439
1429,-0.663572
1430,-0.668283
1431,-0.668283
1432,-0.65415
1433,-0.625884
1434,-0.616462
1435,-0.611751
1436,-0.616462
1437,-0.630595
1438,-0.644728
1439,-0.649439
1440,-0.649439
1441,-0.625884
1442,-0.602329
1443,-0.592906
1444,-0.597618
1445,-0.602329
1446,-0.616462
1447,-0.625884
1448,-0.625884
1449,-0.630595
1450,-0.621173
1451,-0.616462
1452,-0.611751
1453,-0.611751
1454,-0.616462
1455,-0.611751
1456,-0.616462
1457,-0.616462
1458,-0.611751
1459,-0.616462
1460,-0.616462
1461,-0.611751
1462,-0.60704
1463,-0.60704
1464,-0.602329
1465,-0.60704
1466,-0.611751
1467,-0.611751
1468,-0.602329
1469,-0.597618
1470,-0.597618
1471,-0.602329
1472,-0.602329
1473,-0.611751
1474,-0.625884
1475,-0.640017
1476,-0.625884
1477,-0.611751
1478,-0.597618
1479,-0.578773
1480,-0.559929
1481,-0.550507
1482,-0.550507
1483,-0.555218
1484,-0.559929
1485,-0.574062
1486,-0.578773
1487,-0.559929
1488,-0.536374
1489,-0.508108
1490,-0.489263
1491,-0.300822
1492,-0.29611
1493,-0.291399
1494,-0.286688
1495,-0.277266
1496,-0.263133
1497,-0.234867
1498,-0.230156
1499,-0.216023
1500,-0.20189
1501,-0.187756
1502,-0.183045
1503,-0.173623
1504,-0.168912
1505,-0.164201
1506,-0.164201
1507,-0.15949
1508,-0.15949
1509,-0.154779
1510,-0.15949
1511,-0.15949
1512,-0.154779
1513,-0.140646
1514,-0.135935
1515,-0.131224
1516,-0.121802
1517,-0.117091
1518,-0.102958
1519,-0.0982465
1520,-0.0888244
1521,-0.0794023
1522,-0.0652691
1523,-0.0605581
1524,-0.051136
1525,-0.0134476
1526,-0.0181586
1527,-0.0275807
1528,-0.0181586
1529,-0.00873654
1530,0.0148187
1531,0.0336629
1532,0.0525071
1533,0.0760623
1534,0.0854844
1535,0.104329
1536,0.118462
1537,0.142017
1538,0.179705
1539,0.226816
1540,0.273926
1541,0.321037
1542,0.372858
1543,0.405836
1544,0.443524
1545,0.490635
1546,0.462368
1547,0.434102
1548,0.438813
1549,0.448235
1550,0.457657
1551,0.500057
1552,0.580144
1553,0.608411
1554,0.679076
1555,0.815697
1556,0.843963
1557,0.900496
1558,1.00885
1559,1.04654
1560,1.08423
1561,1.10307
1562,1.01827
1563,0.971161
1564,0.961739
1565,1.00885
1566,1.01827
1567,1.05125
1568,1.06538
1569,1.09365
1570,1.10778
1571,1.16903
1572,1.19729
1573,1.26796
1574,1.26796
1575,1.18316
1576,1.16903
1577,1.19258
1578,1.19729
1579,1.16431
1580,1.17845
1581,1.10307
1582,1.0748
1583,1.00885
1584,1.03241
1585,1.01827
1586,0.994717
1587,0.971161
1588,0.957028
1589,0.938184
1590,0.905207
1591,0.895785
1592,0.881652
1593,0.867518
1594,0.862807
1595,0.881652
1596,0.867518
1597,0.848674
1598,0.792142
1599,0.721476
1600,0.735609
1601,0.721476
1602,0.65081
1603,0.646099
1604,0.679076
1605,0.664943
1606,0.683787
1607,0.683787
1608,0.674365
1609,0.69321
1610,0.683787
1611,0.660232
1612,0.646099
1613,0.636677
1614,0.617833
1615,0.608411
1616,0.6037
1617,0.589567
1618,0.570722
1619,0.566011
1620,0.556589
1621,0.547167
1622,0.542456
1623,0.533034
1624,0.523612
1625,0.509479
1626,0.500057
1627,0.495346
1628,0.434102
1629,0.429391
1630,0.429391
1631,0.419969
1632,0.405836
1633,0.396414
1634,0.386991
1635,0.38228
1636,0.377569
1637,0.372858
1638,0.363436
1639,0.354014
1640,0.349303
1641,0.344592
1642,0.339881
1643,0.330459
1644,0.325748
1645,0.316326
1646,0.311615
1647,0.316326
1648,0.306904
1649,0.297482
1650,0.292771
1651,0.288059
1652,0.278637
1653,0.273926
1654,0.269215
1655,0.269215
1656,0.264504
1657,0.259793
1658,0.255082
1659,0.24566
1660,0.240949
1661,0.236238
1662,0.236238
1663,0.231527
1664,0.222105
1665,0.217394
1666,0.207972
1667,0.207972
1668,0.203261
1669,0.19855
1670,0.193839
1671,0.189127
1672,0.184416
1673,0.179705
1674,0.179705
1675,0.174994
1676,0.170283
1677,0.165572
1678,0.15615
1679,0.15615
1680,0.151439
