id,value
370,-0.812126509
371,-0.773886863
372,-0.73259304
373,-0.688408006
374,-0.64150614
375,-0.592072543
376,-0.540302306
377,-0.486399742
378,-0.430577581
379,-0.373056127
380,-0.314062391
381,-0.253829194
382,-0.192594249
383,-0.130599223
384,-0.068088781
385,-0.005309624
386,0.057490488
387,0.120063711
388,0.182163097
389,0.243543569
390,0.303962886
391,0.3631826
392,0.420968998
393,0.477094024
394,0.531336178
395,0.583481391
396,0.633323869
397,0.680666907
398,0.725323664
399,0.7671179
400,0.805884672
401,0.841470985
402,0.873736397
403,0.90255357
404,0.927808777
405,0.949402346
406,0.967249058
407,0.98127848
408,0.991435244
409,0.997679266
410,0.999985904
411,0.998346054
412,0.992766189
413,0.983268329
414,0.969889958
415,0.952683874
416,0.931717983
417,0.907075026
418,0.878852258
419,0.847161063
420,0.812126509
421,0.773886863
422,0.73259304
423,0.688408006
424,0.64150614
425,0.592072543
426,0.540302306
427,0.486399742
428,0.430577581
429,0.373056127
430,0.314062391
431,0.253829194
432,0.192594249
433,0.130599223
434,0.068088781
435,0.005309624
436,-0.057490488
437,-0.120063711
438,-0.182163097
439,-0.243543569
440,-0.303962886
441,-0.3631826
442,-0.420968998
443,-0.477094024
444,-0.531336178
445,-0.583481391
446,-0.633323869
447,-0.680666907
448,-0.725323664
449,-0.7671179
450,-0.805884672
451,-0.841470985
452,-0.873736397
453,-0.90255357
454,-0.927808777
455,-0.949402346
456,-0.967249058
457,-0.98127848
458,-0.991435244
459,-0.997679266
460,-0.999985904
461,-0.998346054
462,-0.992766189
463,-0.983268329
464,-0.969889958
465,-0.952683874
466,-0.931717983
467,-0.907075026
468,-0.878852258
469,-0.847161063
470,-0.812126509
471,-0.773886863
472,-0.73259304
473,-0.688408006
474,-0.64150614
475,-0.592072543
476,-0.540302306
477,-0.486399742
478,-0.430577581
479,-0.373056127
480,-0.314062391
481,-0.253829194
482,-0.192594249
483,-0.130599223
484,-0.068088781
485,-0.005309624
486,0.057490488
487,0.120063711
488,0.182163097
489,0.243543569
490,0.303962886
491,0.3631826
492,0.420968998
493,0.477094024
494,0.531336178
495,0.583481391
496,0.633323869
497,0.680666907
498,0.725323664
499,0.7671179
500,0.805884672
501,0.841470985
502,0.873736397
503,0.90255357
504,0.927808777
505,0.949402346
506,0.967249058
507,0.98127848
508,0.991435244
509,0.997679266
510,0.999985904
511,0.998346054
512,0.992766189
513,0.983268329
514,0.969889958
515,0.952683874
516,0.931717983
517,0.907075026
518,0.878852258
519,0.847161063
520,0.812126509
521,0.773886863
522,0.73259304
523,0.688408006
524,0.64150614
525,0.592072543
526,0.540302306
527,0.486399742
528,0.430577581
529,0.373056127
530,0.314062391
531,0.253829194
532,0.192594249
533,0.130599223
534,0.068088781
535,0.005309624
536,-0.057490488
537,-0.120063711
538,-0.182163097
539,-0.243543569
540,-0.303962886
541,-0.3631826
542,-0.420968998
543,-0.477094024
544,-0.531336178
545,-0.583481391
546,-0.633323869
547,-0.680666907
548,-0.725323664
549,-0.7671179
550,-0.805884672
551,-0.841470985
552,-0.873736397
553,-0.90255357
554,-0.927808777
555,-0.949402346
556,-0.967249058
557,-0.98127848
558,-0.991435244
559,-0.997679266
560,-0.999985904
561,-0.998346054
562,-0.992766189
563,-0.983268329
564,-0.969889958
565,-0.952683874
566,-0.931717983
567,-0.907075026
568,-0.878852258
569,-0.847161063
570,-0.812126509
571,-0.773886863
572,-0.73259304
