timestamp,count,count2,count3
274,83.2478,83.2478,79.7581
275,91.3629,91.3629,83.9825
276,85.4334,85.4334,80.7959
277,81.9626,81.9626,80.0815
278,82.6873,82.6873,82.6449
279,83.6986,83.6986,84.8735
280,83.7196,83.7196,88.2266
281,86.7088,86.7088,83.2321
282,84.369,84.369,80.6811
283,86.7121,86.7121,77.104
284,86.8716,86.8716,77.9797
285,83.3781,83.3781,78.4325
286,91.9046,91.9046,82.6455
287,86.891,86.891,80.8226
288,83.069,83.069,84.6619
289,83.5436,83.5436,77.8516
290,88.8204,88.8204,95.6894
291,87.1741,87.1741,85.369
292,83.3444,83.3444,80.4694
293,89.3043,89.3043,82.0621
294,88.2063,88.2063,82.92
295,86.8699,86.8699,80.9108
296,89.4576,89.4576,85.1283
297,86.4677,86.4677,82.3507
298,84.4437,84.4437,82.6226
299,83.5074,83.5074,76.3966
300,78.5641,78.5641,82.2709
301,98.5209,98.5209,77.3987
302,85.1591,85.1591,76.2143
303,83.9932,83.9932,80.4318
304,85.7439,85.7439,77.8702
305,82.0811,82.0811,83.0955
306,81.4424,81.4424,78.9963
307,77.6519,77.6519,81.4854
308,86.7951,86.7951,83.3023
309,79.4717,79.4717,82.4257
310,78.4727,78.4727,88.5323
311,82.3431,82.3431,84.254
312,74.5114,74.5114,82.2121
313,78.0242,78.0242,79.4575
314,81.8391,81.8391,81.1419
315,78.9632,78.9632,82.9113
316,84.826,84.826,79.3373
317,84.2387,84.2387,80.5599
318,81.6799,81.6799,79.3913
319,80.8482,80.8482,80.3101
320,85.5033,85.5033,91.3485
321,87.1183,87.1183,86.6252
322,83.0998,83.0998,81.2234
323,87.3975,87.3975,83.8049
324,81.5624,81.5624,83.3095
325,81.4218,81.4218,87.4043
326,84.1118,84.1118,83.2834
327,78.32,78.32,81.7483
328,82.6624,82.6624,80.4901
329,78.9247,78.9247,81.2276
330,81.0308,81.0308,84.6082
331,103.299,103.299,80.2291
332,88.5057,88.5057,79.0504
333,82.3288,82.3288,82.3128
334,77.7031,77.7031,79.3227
335,80.8612,80.8612,85.3769
336,85.3369,85.3369,79.0743
337,81.5927,81.5927,79.0313
338,80.3064,80.3064,83.3597
339,77.0381,77.0381,80.7813
340,78.7574,78.7574,83.1752
341,85.5512,85.5512,81.0058
342,81.3177,81.3177,80.0681
343,79.5445,79.5445,82.5672
344,80.4187,80.4187,81.0834
345,79.7581,79.7581,80.526
346,83.9825,83.9825,75.8687
347,80.7959,80.7959,74.5236
348,80.0815,80.0815,79.98
349,82.6449,82.6449,79.3691
350,84.8735,84.8735,96.0678
351,88.2266,88.2266,83.151
352,83.2321,83.2321,81.3179
353,80.6811,80.6811,81.8331
354,77.104,77.104,83.3606
355,77.9797,77.9797,84.0088
356,78.4325,78.4325,82.7132
357,82.6455,82.6455,81.4246
358,80.8226,80.8226,83.2204
359,84.6619,84.6619,79.8332
360,77.8516,77.8516,88.4936
361,95.6894,95.6894,84.7451
362,85.369,85.369,84.1309
363,80.4694,80.4694,83.3233
364,82.0621,82.0621,84.3322
365,82.92,82.92,91.0766
366,80.9108,80.9108,85.3004
367,85.1283,85.1283,83.3243
368,82.3507,82.3507,86.6191
369,82.6226,82.6226,85.0302
370,76.3966,76.3966,88.0285
371,82.2709,82.2709,88.5011
372,77.3987,77.3987,84.2207
373,76.2143,76.2143,84.669
374,80.4318,80.4318,83.8362
375,77.8702,77.8702,88.0671
376,83.0955,83.0955,83.9268
377,78.9963,78.9963,84.1014
378,81.4854,81.4854,84.9445
379,83.3023,83.3023,85.8511
380,82.4257,82.4257,99.7327
381,88.5323,88.5323,90.2367
382,84.254,84.254,89.3251
383,82.2121,82.2121,88.0072
384,79.4575,79.4575,87.0688
385,81.1419,81.1419,99.3914
386,82.9113,82.9113,89.57
387,79.3373,79.3373,85.6301
388,80.5599,80.5599,88.2008
389,79.3913,79.3913,90.5872
390,80.3101,80.3101,95.9138
391,91.3485,91.3485,94.3117
392,86.6252,86.6252,96.93
393,81.2234,81.2234,92.9925
394,83.8049,83.8049,92.3604
395,83.3095,83.3095,101.356
396,87.4043,87.4043,98.1548
397,83.2834,83.2834,96.0772
398,81.7483,81.7483,95.984
399,80.4901,80.4901,101.488
400,81.2276,81.2276,105.12
401,84.6082,84.6082,98.4258
402,80.2291,80.2291,95.9974
403,79.0504,79.0504,98.2031
404,82.3128,82.3128,98.4853
405,79.3227,79.3227,96.0476
406,85.3769,85.3769,94.4281
407,79.0743,79.0743,94.661
408,79.0313,79.0313,96.7688
409,83.3597,83.3597,97.0348
410,80.7813,80.7813,118.845
411,83.1752,83.1752,107.339
412,81.0058,81.0058,104.138
413,80.0681,80.0681,100.633
414,82.5672,82.5672,103.281
415,81.0834,81.0834,104.644
416,80.526,80.526,99.2495
417,75.8687,75.8687,98.2158
418,74.5236,74.5236,97.4557
419,79.98,79.98,97.6301
420,79.3691,79.3691,106.805
421,96.0678,96.0678,102.847
422,83.151,83.151,98.849
423,81.3179,81.3179,98.0912
424,81.8331,81.8331,96.785
425,83.3606,83.3606,109.3
426,84.0088,84.0088,100.319
427,82.7132,82.7132,104.75
428,81.4246,81.4246,104.146
429,83.2204,83.2204,104.99
430,79.8332,79.8332,111.41
431,88.4936,88.4936,109.297
432,84.7451,84.7451,105.541
433,84.1309,84.1309,106.734
434,83.3233,83.3233,106.789
435,84.3322,84.3322,104.639
436,91.0766,91.0766,99.9821
437,85.3004,85.3004,102.319
438,83.3243,83.3243,103.303
439,86.6191,86.6191,102.269
440,85.0302,85.0302,127.454
441,88.0285,88.0285,112.211
442,88.5011,88.5011,106.367
443,84.2207,84.2207,104.792
444,84.669,84.669,101.209
445,83.8362,83.8362,110.077
446,88.0671,88.0671,109.511
447,83.9268,83.9268,109.107
448,84.1014,84.1014,106.671
449,84.9445,84.9445,103.536
450,85.8511,85.8511,110.824
451,99.7327,99.7327,111.762
452,90.2367,90.2367,106.005
453,89.3251,89.3251,103.108
454,88.0072,88.0072,102.14
455,87.0688,87.0688,117.425
456,99.3914,99.3914,108.271
457,89.57,89.57,107
458,85.6301,85.6301,108.557
459,88.2008,88.2008,106.03
460,90.5872,90.5872,114.721
461,95.9138,95.9138,111.599
462,94.3117,94.3117,108.417
463,96.93,96.93,105.009
464,92.9925,92.9925,104.799
465,92.3604,92.3604,110.449
466,101.356,101.356,102.105
467,98.1548,98.1548,104.665
468,96.0772,96.0772,105.141
469,95.984,95.984,98.361
470,101.488,101.488,127.474
471,105.12,105.12,117.892
472,98.4258,98.4258,112.884
473,95.9974,95.9974,108.095
474,98.2031,98.2031,103.094
475,98.4853,98.4853,108.457
476,96.0476,96.0476,101.722
477,94.4281,94.4281,104.131
478,94.661,94.661,103.27
479,96.7688,96.7688,104.126
480,97.0348,97.0348,114.967
481,118.845,118.845,103.174
482,107.339,107.339,103.834
483,104.138,104.138,102.371
484,100.633,100.633,104.553
485,103.281,103.281,116.483
486,104.644,104.644,102.342
487,99.2495,99.2495,106.186
488,98.2158,98.2158,105.725
489,97.4557,97.4557,102.506
490,97.6301,97.6301,108.373
491,106.805,106.805,105.317
492,102.847,102.847,106.396
493,98.849,98.849,103.446
494,98.0912,98.0912,97.4827
495,96.785,96.785,101.412
496,109.3,109.3,97.9168
497,100.319,100.319,97.2583
498,104.75,104.75,96.8645
499,104.146,104.146,98.4217
500,104.99,104.99,119.892
501,111.41,111.41,105.607
502,109.297,109.297,104.821
503,105.541,105.541,101.388
504,106.734,106.734,98.2786
505,106.789,106.789,104.771
506,104.639,104.639,97.2654
507,99.9821,99.9821,96.3876
508,102.319,102.319,95.7514
509,103.303,103.303,96.6637
510,102.269,102.269,106.396
511,127.454,127.454,101.019
512,112.211,112.211,103.54
513,106.367,106.367,103.311
514,104.792,104.792,98.8357
515,101.209,101.209,105.131
516,110.077,110.077,98.6574
517,109.511,109.511,103.145
518,109.107,109.107,103.365
519,106.671,106.671,98.6418
520,103.536,103.536,111.432
521,110.824,110.824,106.376
522,111.762,111.762,105.95
523,106.005,106.005,101.632
524,103.108,103.108,101.274
525,102.14,102.14,103.54
526,117.425,117.425,95.2026
527,108.271,108.271,91.2202
528,107,107,91.5708
529,108.557,108.557,87.3309
530,106.03,106.03,109.595
531,114.721,114.721,94.2309
532,111.599,111.599,90.9933
533,108.417,108.417,87.4853
534,105.009,105.009,89.2191
535,104.799,104.799,90.208
536,110.449,110.449,83.6493
537,102.105,102.105,85.6635
538,104.665,104.665,88.4548
539,105.141,105.141,87.072
540,98.361,98.361,92.5973
541,127.474,127.474,87.4695
542,117.892,117.892,86.6964
543,112.884,112.884,86.2086
544,108.095,108.095,80.7288
545,103.094,103.094,97.7124
546,108.457,108.457,89.0824
547,101.722,101.722,93.198
548,104.131,104.131,97.7872
549,103.27,103.27,96.1269
550,104.126,104.126,104.298
551,114.967,114.967,97.1466
552,103.174,103.174,98.1991
553,103.834,103.834,98.5529
554,102.371,102.371,105.467
555,104.553,104.553,112.362
556,116.483,116.483,108.121
557,102.342,102.342,114.643
558,106.186,106.186,121.87
559,105.725,105.725,120.844
560,102.506,102.506,141.468
561,108.373,108.373,134.419
562,105.317,105.317,130.513
563,106.396,106.396,129.189
564,103.446,103.446,126.808
565,97.4827,97.4827,132.357
566,101.412,101.412,129.784
567,97.9168,97.9168,126.06
568,97.2583,97.2583,124.32
569,96.8645,96.8645,120.126
570,98.4217,98.4217,131.867
571,119.892,119.892,128.879
572,105.607,105.607,129.144
573,104.821,104.821,125.126
574,101.388,101.388,131.648
575,98.2786,98.2786,137.575
576,104.771,104.771,130.281
577,97.2654,97.2654,127.454
578,96.3876,96.3876,129.122
579,95.7514,95.7514,123.828
580,96.6637,96.6637,131.094
581,106.396,106.396,125.817
582,101.019,101.019,126.64
583,103.54,103.54,124.744
584,103.311,103.311,121.538
585,98.8357,98.8357,129.88
586,105.131,105.131,122.312
587,98.6574,98.6574,117.666
588,103.145,103.145,119.172
589,103.365,103.365,120.185
590,98.6418,98.6418,144.827
591,111.432,111.432,123.94
592,106.376,106.376,124.176
593,105.95,105.95,114.858
594,101.632,101.632,115.815
595,101.274,101.274,119.242
596,103.54,103.54,108.674
597,95.2026,95.2026,113.888
598,91.2202,91.2202,110.706
599,91.5708,91.5708,108.416
600,87.3309,87.3309,117.398
601,109.595,109.595,110.351
602,94.2309,94.2309,105.08
603,90.9933,90.9933,100.013
604,87.4853,87.4853,96.5498
605,89.2191,89.2191,111.566
606,90.208,90.208,103.135
607,83.6493,83.6493,106.18
608,85.6635,85.6635,106.686
609,88.4548,88.4548,108.439
610,87.072,87.072,117.26
611,92.5973,92.5973,113.354
612,87.4695,87.4695,110.034
613,86.6964,86.6964,107.626
614,86.2086,86.2086,105.924
615,80.7288,80.7288,108.528
616,97.7124,97.7124,102.868
617,89.0824,89.0824,100.239
618,93.198,93.198,101.601
619,97.7872,97.7872,99.1696
620,96.1269,96.1269,115.188
621,104.298,104.298,112.007
622,97.1466,97.1466,109.416
623,98.1991,98.1991,102.209
624,98.5529,98.5529,100.342
625,105.467,105.467,109.839
626,112.362,112.362,101.453
627,108.121,108.121,102.922
628,114.643,114.643,98.8387
629,121.87,121.87,99.7611
630,120.844,120.844,109.816
631,141.468,141.468,107.66
632,134.419,134.419,103.186
633,130.513,130.513,101.206
634,129.189,129.189,101.425
635,126.808,126.808,113.748
636,132.357,132.357,105.907
637,129.784,129.784,105.185
638,126.06,126.06,111.696
639,124.32,124.32,109.934
640,120.126,120.126,118.95
641,131.867,131.867,107.854
642,128.879,128.879,105.998
643,129.144,129.144,101.258
644,125.126,125.126,103.127
645,131.648,131.648,103.335
646,137.575,137.575,104.91
647,130.281,130.281,103.367
648,127.454,127.454,97.3531
649,129.122,129.122,97.5877
650,123.828,123.828,121.235
651,131.094,131.094,106.383
652,125.817,125.817,108.758
653,126.64,126.64,103.35
654,124.744,124.744,106.29
655,121.538,121.538,106.302
656,129.88,129.88,104.831
657,122.312,122.312,103.18
658,117.666,117.666,104.335
659,119.172,119.172,101.621
660,120.185,120.185,111.021
661,144.827,144.827,106.933
662,123.94,123.94,104.013
663,124.176,124.176,104.721
664,114.858,114.858,103.542
665,115.815,115.815,121.269
666,119.242,119.242,114.626
667,108.674,108.674,107.358
668,113.888,113.888,103.803
669,110.706,110.706,108.054
670,108.416,108.416,115.461
671,117.398,117.398,114.197
672,110.351,110.351,110.174
673,105.08,105.08,107.341
674,100.013,100.013,107.668
675,96.5498,96.5498,112.716
676,111.566,111.566,108.465
677,103.135,103.135,103.878
678,106.18,106.18,103.749
679,106.686,106.686,103.158
680,108.439,108.439,124.949
681,117.26,117.26,113.89
682,113.354,113.354,109.823
683,110.034,110.034,105.61
684,107.626,107.626,107.843
685,105.924,105.924,111.556
686,108.528,108.528,106.125
687,102.868,102.868,107.999
688,100.239,100.239,104.256
689,101.601,101.601,104.499
690,99.1696,99.1696,115.976
691,115.188,115.188,111.128
692,112.007,112.007,106.649
693,109.416,109.416,107.828
694,102.209,102.209,107.582
695,100.342,100.342,117.515
696,109.839,109.839,112.325
697,101.453,101.453,110.362
698,102.922,102.922,109.223
699,98.8387,98.8387,111.311
700,99.7611,99.7611,119.347
701,109.816,109.816,114.143
702,107.66,107.66,117.113
703,103.186,103.186,110.257
704,101.206,101.206,106.698
705,101.425,101.425,112.851
706,113.748,113.748,110.49
707,105.907,105.907,102.384
708,105.185,105.185,106.592
709,111.696,111.696,105.235
710,109.934,109.934,127.054
711,118.95,118.95,115.028
712,107.854,107.854,110.49
713,105.998,105.998,109.545
714,101.258,101.258,113.212
715,103.127,103.127,118.138
716,103.335,103.335,115.742
717,104.91,104.91,110.167
718,103.367,103.367,109.507
719,97.3531,97.3531,109.545
720,97.5877,97.5877,115.512
721,121.235,121.235,113.508
722,106.383,106.383,110.02
723,108.758,108.758,115.267
724,103.35,103.35,107.595
725,106.29,106.29,119.697
726,106.302,106.302,110.675
727,104.831,104.831,108.485
728,103.18,103.18,113.18
729,104.335,104.335,111.28
730,101.621,101.621,117.051
731,111.021,111.021,116.188
732,106.933,106.933,119.418
733,104.013,104.013,111.321
734,104.721,104.721,113.823
735,103.542,103.542,113.974
736,121.269,121.269,112.81
737,114.626,114.626,112.13
738,107.358,107.358,108.257
739,103.803,103.803,109.127
740,108.054,108.054,129.88
741,115.461,115.461,115.879
742,114.197,114.197,113.424
743,110.174,110.174,111.093
744,107.341,107.341,109.223
745,107.668,107.668,116.136
746,112.716,112.716,109.448
747,108.465,108.465,112.044
748,103.878,103.878,109.119
749,103.749,103.749,109.588
750,103.158,103.158,116.466
751,124.949,124.949,118.782
752,113.89,113.89,118.425
753,109.823,109.823,112.777
754,105.61,105.61,111.715
755,107.843,107.843,119.374
756,111.556,111.556,116.802
757,106.125,106.125,116.034
758,107.999,107.999,111.791
759,104.256,104.256,109.803
760,104.499,104.499,121.889
761,115.976,115.976,112.964
762,111.128,111.128,110.974
763,106.649,106.649,109.166
764,107.828,107.828,113.505
765,107.582,107.582,113.134
766,117.515,117.515,112.058
767,112.325,112.325,108.958
768,110.362,110.362,107.907
769,109.223,109.223,108.386
770,111.311,111.311,122.321
771,119.347,119.347,111.657
772,114.143,114.143,108.631
773,117.113,117.113,110.219
774,110.257,110.257,107.409
775,106.698,106.698,108.175
776,112.851,112.851,105.379
777,110.49,110.49,105.766
778,102.384,102.384,107.55
779,106.592,106.592,105.069
780,105.235,105.235,114.135
781,127.054,127.054,106.878
782,115.028,115.028,106.566
783,110.49,110.49,105.909
784,109.545,109.545,105.466
785,113.212,113.212,113.504
786,118.138,118.138,106.591
787,115.742,115.742,108.348
788,110.167,110.167,107.538
789,109.507,109.507,108.267
790,109.545,109.545,110.448
791,115.512,115.512,108.742
792,113.508,113.508,111.371
793,110.02,110.02,106.897
794,115.267,115.267,98.6179
795,107.595,107.595,105.793
796,119.697,119.697,97.6535
797,110.675,110.675,98.1998
798,108.485,108.485,99.1983
799,113.18,113.18,99.9081
800,111.28,111.28,114.533
801,117.051,117.051,105.144
802,116.188,116.188,99.4513
803,119.418,119.418,98.6488
804,111.321,111.321,97.807
805,113.823,113.823,100.62
806,113.974,113.974,95.4968
807,112.81,112.81,98.8392
808,112.13,112.13,98.7491
809,108.257,108.257,95.9157
810,109.127,109.127,103.099
811,129.88,129.88,99.8097
812,115.879,115.879,100.056
813,113.424,113.424,98.5219
814,111.093,111.093,91.8667
815,109.223,109.223,106.71
816,116.136,116.136,99.7556
817,109.448,109.448,97.2263
818,112.044,112.044,106.048
819,109.119,109.119,99.7266
820,109.588,109.588,106.404
821,116.466,116.466,98.5665
822,118.782,118.782,98.1955
823,118.425,118.425,97.1723
824,112.777,112.777,97.369
825,111.715,111.715,97.6363
826,119.374,119.374,92.1865
827,116.802,116.802,93.7878
828,116.034,116.034,90.6299
829,111.791,111.791,90.1467
830,109.803,109.803,103.551
831,121.889,121.889,99.3174
832,112.964,112.964,91.9959
833,110.974,110.974,91.4455
834,109.166,109.166,91.8409
835,113.505,113.505,94.9491
836,113.134,113.134,88.6513
837,112.058,112.058,91.6174
838,108.958,108.958,93.2246
839,107.907,107.907,91.0663
840,108.386,108.386,99.7443
841,122.321,122.321,90.3975
842,111.657,111.657,91.3628
843,108.631,108.631,91.3545
844,110.219,110.219,90.2384
845,107.409,107.409,96.9496
846,108.175,108.175,94.0023
847,105.379,105.379,92.5295
848,105.766,105.766,90.9602
849,107.55,107.55,93.4975
850,105.069,105.069,95.8827
851,114.135,114.135,93.275
852,106.878,106.878,94.0549
853,106.566,106.566,91.5323
854,105.909,105.909,92.7414
855,105.466,105.466,93.367
856,113.504,113.504,88.7049
857,106.591,106.591,87.5695
858,108.348,108.348,87.4594
859,107.538,107.538,87.4291
860,108.267,108.267,101.033
861,110.448,110.448,92.3139
862,108.742,108.742,95.3105
863,111.371,111.371,91.8526
864,106.897,106.897,91.9045
865,98.6179,98.6179,91.082
866,105.793,105.793,89.6926
867,97.6535,97.6535,89.0495
868,98.1998,98.1998,86.8507
869,99.1983,99.1983,85.9516
870,99.9081,99.9081,93.8807
871,114.533,114.533,86.3123
872,105.144,105.144,86.903
873,99.4513,99.4513,90.7406
874,98.6488,98.6488,88.1959
875,97.807,97.807,92.2173
876,100.62,100.62,92.0566
877,95.4968,95.4968,91.7871
878,98.8392,98.8392,91.1372
879,98.7491,98.7491,93.0181
880,95.9157,95.9157,95.9409
881,103.099,103.099,88.0257
882,99.8097,99.8097,90.5863
883,100.056,100.056,89.7239
884,98.5219,98.5219,90.0908
885,91.8667,91.8667,93.7679
886,106.71,106.71,90.842
887,99.7556,99.7556,87.4602
888,97.2263,97.2263,87.0741
889,106.048,106.048,89.9502
890,99.7266,99.7266,104.65
891,106.404,106.404,93.2312
892,98.5665,98.5665,91.2541
893,98.1955,98.1955,90.6754
894,97.1723,97.1723,88.7433
895,97.369,97.369,92.203
896,97.6363,97.6363,88.6846
897,92.1865,92.1865,91.924
898,93.7878,93.7878,88.8671
899,90.6299,90.6299,88.6301
900,90.1467,90.1467,94.3037
901,103.551,103.551,92.6837
902,99.3174,99.3174,91.1458
903,91.9959,91.9959,89.8678
904,91.4455,91.4455,89.8177
905,91.8409,91.8409,98.1622
906,94.9491,94.9491,95.99
907,88.6513,88.6513,90.1002
908,91.6174,91.6174,94.2894
909,93.2246,93.2246,95.7037
910,91.0663,91.0663,95.0969
911,99.7443,99.7443,92.0335
912,90.3975,90.3975,92.1023
913,91.3628,91.3628,91.2979
914,91.3545,91.3545,89.1076
915,90.2384,90.2384,94.7075
916,96.9496,96.9496,90.9976
917,94.0023,94.0023,89.5221
918,92.5295,92.5295,85.4861
919,90.9602,90.9602,87.3272
920,93.4975,93.4975,101.252
921,95.8827,95.8827,95.8587
922,93.275,93.275,93.0782
923,94.0549,94.0549,89.1136
