id,value
263,0.560934672
264,0.552264232
265,0.543577871
266,0.534878237
267,0.526167978
268,0.517449748
269,0.508726203
270,0.5
271,0.491273797
272,0.482550252
273,0.473832022
274,0.465121763
275,0.456422129
276,0.447735768
277,0.439065328
278,0.43041345
279,0.421782767
280,0.413175911
281,0.404595502
282,0.396044155
283,0.387524473
284,0.379039052
285,0.370590477
286,0.362181322
287,0.353814148
288,0.345491503
289,0.337215923
290,0.328989928
291,0.320816025
292,0.312696703
293,0.304634436
294,0.296631678
295,0.288690869
296,0.280814427
297,0.27300475
298,0.265264219
299,0.25759519
300,0.25
301,0.242480963
302,0.235040368
303,0.227680482
304,0.220403548
305,0.213211782
306,0.206107374
307,0.199092488
308,0.192169262
309,0.185339804
310,0.178606195
311,0.171970486
312,0.165434697
313,0.15900082
314,0.152670815
315,0.146446609
316,0.1403301
317,0.134323149
318,0.128427587
319,0.12264521
320,0.116977778
321,0.111427019
322,0.105994623
323,0.100682245
324,0.095491503
325,0.090423978
326,0.085481214
327,0.080664716
328,0.075975952
329,0.07141635
330,0.066987298
331,0.062690146
332,0.058526204
333,0.054496738
334,0.050602977
335,0.046846106
336,0.043227271
337,0.039747573
338,0.036408073
339,0.033209787
340,0.03015369
341,0.027240712
342,0.024471742
343,0.021847622
344,0.019369152
345,0.017037087
346,0.014852137
347,0.012814968
348,0.0109262
349,0.009186408
350,0.007596123
351,0.00615583
352,0.004865966
353,0.003726924
354,0.002739052
355,0.001902651
356,0.001217975
357,0.000685233
358,0.000304586
359,7.61524E-05
360,1.50099E-32
