timestamp,count,count2
101,154.866,154.866
102,152.099,152.099
103,149.217,149.217
104,149.261,149.261
105,143.929,143.929
106,152.212,152.212
107,160.4,160.4
108,159.471,159.471
109,155.319,155.319
110,152.193,152.193
111,156.45,156.45
112,156.507,156.507
113,144.858,144.858
114,144.852,144.852
115,144.988,144.988
116,147.222,147.222
117,143.011,143.011
118,134.409,134.409
119,134.392,134.392
120,134.646,134.646
121,157.175,157.175
122,150.374,150.374
123,151.579,151.579
124,133.844,133.844
125,21.351,21.351
126,120.827,120.827
127,144.293,144.293
128,137.726,137.726
129,131.608,131.608
130,135.32,135.32
131,142.626,142.626
132,138.043,138.043
133,143.144,143.144
134,137.443,137.443
135,125.936,125.936
136,146.905,146.905
137,130.365,130.365
138,127.836,127.836
139,129.805,129.805
140,128.26,128.26
141,137.431,137.431
142,136.627,136.627
143,132.495,132.495
144,127.664,127.664
145,127.829,127.829
146,127.672,127.672
147,127.524,127.524
148,122.496,122.496
149,122.858,122.858
150,121.402,121.402
151,142,142
152,131.1,131.1
153,123.333,123.333
154,123.423,123.423
155,121.757,121.757
156,125.587,125.587
157,117.429,117.429
158,117.851,117.851
159,113.609,113.609
160,114.699,114.699
161,118.897,118.897
162,110.782,110.782
163,116.2,116.2
164,116.546,116.546
165,114.914,114.914
166,120.002,120.002
167,114.761,114.761
168,112.547,112.547
169,115.787,115.787
170,112.887,112.887
171,119.855,119.855
172,112.784,112.784
173,114.041,114.041
174,115.58,115.58
175,109.522,109.522
176,111.574,111.574
177,109.292,109.292
178,108.028,108.028
179,111.188,111.188
180,107.032,107.032
181,122.559,122.559
182,107.587,107.587
183,104.558,104.558
184,109.036,109.036
185,102.332,102.332
186,102.671,102.671
187,95.9881,95.9881
188,102.611,102.611
189,103.685,103.685
190,102.725,102.725
191,108.086,108.086
192,107.713,107.713
193,102.713,102.713
194,102.108,102.108
195,102.683,102.683
196,104.973,104.973
197,100.602,100.602
198,99.92,99.92
199,99.1323,99.1323
200,101.645,101.645
201,106.207,106.207
202,102.862,102.862
203,101.776,101.776
204,97.6762,97.6762
205,101.029,101.029
206,103.359,103.359
207,98.014,98.014
208,96.974,96.974
209,95.9727,95.9727
210,96.2408,96.2408
211,108.303,108.303
212,98.2091,98.2091
213,94.8747,94.8747
214,90.6219,90.6219
215,91.9962,91.9962
216,94.3371,94.3371
217,94.326,94.326
218,95.3841,95.3841
219,93.4592,93.4592
220,100.792,100.792
221,99.682,99.682
222,93.4157,93.4157
223,94.2993,94.2993
224,94.656,94.656
225,90.9435,90.9435
226,97.455,97.455
227,90.3269,90.3269
228,89.8066,89.8066
229,92.6011,92.6011
230,93.924,93.924
231,96.1645,96.1645
232,94.9842,94.9842
233,90.8373,90.8373
234,92.7636,92.7636
235,89.351,89.351
236,92.1673,92.1673
237,87.0788,87.0788
238,90.0895,90.0895
239,88.5783,88.5783
240,90.4594,90.4594
241,113.17,113.17
242,92.4069,92.4069
243,91.5526,91.5526
244,91.2018,91.2018
245,90.4372,90.4372
246,93.188,93.188
247,90.4892,90.4892
248,94.2971,94.2971
249,87.3674,87.3674
250,87.6721,87.6721
251,93.118,93.118
252,87.7982,87.7982
253,89.5685,89.5685
254,90.1783,90.1783
255,89.0339,89.0339
256,91.5923,91.5923
257,86.7177,86.7177
258,86.433,86.433
259,85.5993,85.5993
260,88.768,88.768
261,89.7564,89.7564
262,91.2767,91.2767
263,91.3631,91.3631
264,86.8969,86.8969
265,86.9296,86.9296
266,87.9156,87.9156
267,82.9027,82.9027
268,80.5629,80.5629
269,82.1503,82.1503
270,81.6871,81.6871
271,92.4795,92.4795
272,84.8501,84.8501
273,82.576,82.576
274,83.2478,83.2478
275,91.3629,91.3629
276,85.4334,85.4334
277,81.9626,81.9626
278,82.6873,82.6873
279,83.6986,83.6986
280,83.7196,83.7196
281,86.7088,86.7088
282,84.369,84.369
283,86.7121,86.7121
284,86.8716,86.8716
285,83.3781,83.3781
286,91.9046,91.9046
287,86.891,86.891
288,83.069,83.069
289,83.5436,83.5436
290,88.8204,88.8204
291,87.1741,87.1741
292,83.3444,83.3444
293,89.3043,89.3043
294,88.2063,88.2063
295,86.8699,86.8699
296,89.4576,89.4576
297,86.4677,86.4677
298,84.4437,84.4437
299,83.5074,83.5074
300,78.5641,78.5641
301,98.5209,98.5209
302,85.1591,85.1591
303,83.9932,83.9932
304,85.7439,85.7439
305,82.0811,82.0811
306,81.4424,81.4424
307,77.6519,77.6519
308,86.7951,86.7951
309,79.4717,79.4717
310,78.4727,78.4727
311,82.3431,82.3431
312,74.5114,74.5114
313,78.0242,78.0242
314,81.8391,81.8391
315,78.9632,78.9632
316,84.826,84.826
317,84.2387,84.2387
318,81.6799,81.6799
319,80.8482,80.8482
320,85.5033,85.5033
321,87.1183,87.1183
322,83.0998,83.0998
323,87.3975,87.3975
324,81.5624,81.5624
325,81.4218,81.4218
326,84.1118,84.1118
327,78.32,78.32
328,82.6624,82.6624
329,78.9247,78.9247
330,81.0308,81.0308
331,103.299,103.299
332,88.5057,88.5057
333,82.3288,82.3288
334,77.7031,77.7031
335,80.8612,80.8612
336,85.3369,85.3369
337,81.5927,81.5927
338,80.3064,80.3064
339,77.0381,77.0381
340,78.7574,78.7574
341,85.5512,85.5512
342,81.3177,81.3177
343,79.5445,79.5445
344,80.4187,80.4187
345,79.7581,79.7581
346,83.9825,83.9825
347,80.7959,80.7959
348,80.0815,80.0815
349,82.6449,82.6449
350,84.8735,84.8735
351,88.2266,88.2266
352,83.2321,83.2321
353,80.6811,80.6811
354,77.104,77.104
355,77.9797,77.9797
356,78.4325,78.4325
357,82.6455,82.6455
358,80.8226,80.8226
359,84.6619,84.6619
360,77.8516,77.8516
361,95.6894,95.6894
362,85.369,85.369
363,80.4694,80.4694
364,82.0621,82.0621
365,82.92,82.92
366,80.9108,80.9108
367,85.1283,85.1283
368,82.3507,82.3507
369,82.6226,82.6226
370,76.3966,76.3966
371,82.2709,82.2709
372,77.3987,77.3987
373,76.2143,76.2143
374,80.4318,80.4318
375,77.8702,77.8702
376,83.0955,83.0955
377,78.9963,78.9963
378,81.4854,81.4854
379,83.3023,83.3023
380,82.4257,82.4257
381,88.5323,88.5323
382,84.254,84.254
383,82.2121,82.2121
384,79.4575,79.4575
385,81.1419,81.1419
386,82.9113,82.9113
387,79.3373,79.3373
388,80.5599,80.5599
389,79.3913,79.3913
390,80.3101,80.3101
391,91.3485,91.3485
392,86.6252,86.6252
393,81.2234,81.2234
394,83.8049,83.8049
395,83.3095,83.3095
396,87.4043,87.4043
397,83.2834,83.2834
398,81.7483,81.7483
399,80.4901,80.4901
400,81.2276,81.2276
401,84.6082,84.6082
402,80.2291,80.2291
403,79.0504,79.0504
404,82.3128,82.3128
405,79.3227,79.3227
406,85.3769,85.3769
407,79.0743,79.0743
408,79.0313,79.0313
409,83.3597,83.3597
410,80.7813,80.7813
411,83.1752,83.1752
412,81.0058,81.0058
413,80.0681,80.0681
414,82.5672,82.5672
415,81.0834,81.0834
416,80.526,80.526
417,75.8687,75.8687
418,74.5236,74.5236
419,79.98,79.98
420,79.3691,79.3691
421,96.0678,96.0678
422,83.151,83.151
423,81.3179,81.3179
424,81.8331,81.8331
425,83.3606,83.3606
426,84.0088,84.0088
427,82.7132,82.7132
428,81.4246,81.4246
429,83.2204,83.2204
430,79.8332,79.8332
431,88.4936,88.4936
432,84.7451,84.7451
433,84.1309,84.1309
434,83.3233,83.3233
435,84.3322,84.3322
436,91.0766,91.0766
437,85.3004,85.3004
438,83.3243,83.3243
439,86.6191,86.6191
440,85.0302,85.0302
441,88.0285,88.0285
442,88.5011,88.5011
443,84.2207,84.2207
444,84.669,84.669
445,83.8362,83.8362
446,88.0671,88.0671
447,83.9268,83.9268
448,84.1014,84.1014
449,84.9445,84.9445
450,85.8511,85.8511
451,99.7327,99.7327
452,90.2367,90.2367
453,89.3251,89.3251
454,88.0072,88.0072
455,87.0688,87.0688
456,99.3914,99.3914
457,89.57,89.57
458,85.6301,85.6301
459,88.2008,88.2008
460,90.5872,90.5872
461,95.9138,95.9138
462,94.3117,94.3117
463,96.93,96.93
464,92.9925,92.9925
465,92.3604,92.3604
466,101.356,101.356
467,98.1548,98.1548
468,96.0772,96.0772
469,95.984,95.984
470,101.488,101.488
471,105.12,105.12
472,98.4258,98.4258
473,95.9974,95.9974
474,98.2031,98.2031
475,98.4853,98.4853
476,96.0476,96.0476
477,94.4281,94.4281
478,94.661,94.661
479,96.7688,96.7688
480,97.0348,97.0348
481,118.845,118.845
482,107.339,107.339
483,104.138,104.138
484,100.633,100.633
485,103.281,103.281
486,104.644,104.644
487,99.2495,99.2495
488,98.2158,98.2158
489,97.4557,97.4557
490,97.6301,97.6301
491,106.805,106.805
492,102.847,102.847
493,98.849,98.849
494,98.0912,98.0912
495,96.785,96.785
496,109.3,109.3
497,100.319,100.319
498,104.75,104.75
499,104.146,104.146
500,104.99,104.99
501,111.41,111.41
502,109.297,109.297
503,105.541,105.541
504,106.734,106.734
505,106.789,106.789
506,104.639,104.639
507,99.9821,99.9821
508,102.319,102.319
509,103.303,103.303
510,102.269,102.269
511,127.454,127.454
512,112.211,112.211
513,106.367,106.367
514,104.792,104.792
515,101.209,101.209
516,110.077,110.077
517,109.511,109.511
518,109.107,109.107
519,106.671,106.671
520,103.536,103.536
521,110.824,110.824
522,111.762,111.762
523,106.005,106.005
524,103.108,103.108
525,102.14,102.14
526,117.425,117.425
527,108.271,108.271
528,107,107
529,108.557,108.557
530,106.03,106.03
531,114.721,114.721
532,111.599,111.599
533,108.417,108.417
534,105.009,105.009
535,104.799,104.799
536,110.449,110.449
537,102.105,102.105
538,104.665,104.665
539,105.141,105.141
540,98.361,98.361
541,127.474,127.474
542,117.892,117.892
543,112.884,112.884
544,108.095,108.095
545,103.094,103.094
546,108.457,108.457
547,101.722,101.722
548,104.131,104.131
549,103.27,103.27
550,104.126,104.126
551,114.967,114.967
552,103.174,103.174
553,103.834,103.834
554,102.371,102.371
555,104.553,104.553
556,116.483,116.483
557,102.342,102.342
558,106.186,106.186
559,105.725,105.725
560,102.506,102.506
561,108.373,108.373
562,105.317,105.317
563,106.396,106.396
564,103.446,103.446
565,97.4827,97.4827
566,101.412,101.412
567,97.9168,97.9168
568,97.2583,97.2583
569,96.8645,96.8645
570,98.4217,98.4217
571,119.892,119.892
572,105.607,105.607
573,104.821,104.821
574,101.388,101.388
575,98.2786,98.2786
576,104.771,104.771
577,97.2654,97.2654
578,96.3876,96.3876
579,95.7514,95.7514
580,96.6637,96.6637
581,106.396,106.396
582,101.019,101.019
583,103.54,103.54
584,103.311,103.311
585,98.8357,98.8357
586,105.131,105.131
587,98.6574,98.6574
588,103.145,103.145
589,103.365,103.365
590,98.6418,98.6418
591,111.432,111.432
592,106.376,106.376
593,105.95,105.95
594,101.632,101.632
595,101.274,101.274
596,103.54,103.54
597,95.2026,95.2026
598,91.2202,91.2202
599,91.5708,91.5708
600,87.3309,87.3309
601,109.595,109.595
602,94.2309,94.2309
603,90.9933,90.9933
604,87.4853,87.4853
605,89.2191,89.2191
606,90.208,90.208
607,83.6493,83.6493
608,85.6635,85.6635
609,88.4548,88.4548
610,87.072,87.072
611,92.5973,92.5973
612,87.4695,87.4695
613,86.6964,86.6964
614,86.2086,86.2086
615,80.7288,80.7288
616,97.7124,97.7124
617,89.0824,89.0824
618,93.198,93.198
619,97.7872,97.7872
620,96.1269,96.1269
621,104.298,104.298
622,97.1466,97.1466
623,98.1991,98.1991
624,98.5529,98.5529
625,105.467,105.467
626,112.362,112.362
627,108.121,108.121
628,114.643,114.643
629,121.87,121.87
630,120.844,120.844
631,141.468,141.468
632,134.419,134.419
633,130.513,130.513
634,129.189,129.189
635,126.808,126.808
636,132.357,132.357
637,129.784,129.784
638,126.06,126.06
639,124.32,124.32
640,120.126,120.126
641,131.867,131.867
642,128.879,128.879
643,129.144,129.144
644,125.126,125.126
645,131.648,131.648
646,137.575,137.575
647,130.281,130.281
648,127.454,127.454
649,129.122,129.122
650,123.828,123.828
651,131.094,131.094
652,125.817,125.817
653,126.64,126.64
654,124.744,124.744
655,121.538,121.538
656,129.88,129.88
657,122.312,122.312
658,117.666,117.666
659,119.172,119.172
660,120.185,120.185
661,144.827,144.827
662,123.94,123.94
663,124.176,124.176
664,114.858,114.858
665,115.815,115.815
666,119.242,119.242
667,108.674,108.674
668,113.888,113.888
669,110.706,110.706
670,108.416,108.416
671,117.398,117.398
672,110.351,110.351
673,105.08,105.08
674,100.013,100.013
675,96.5498,96.5498
676,111.566,111.566
677,103.135,103.135
678,106.18,106.18
679,106.686,106.686
680,108.439,108.439
681,117.26,117.26
682,113.354,113.354
683,110.034,110.034
684,107.626,107.626
685,105.924,105.924
686,108.528,108.528
687,102.868,102.868
688,100.239,100.239
689,101.601,101.601
690,99.1696,99.1696
691,115.188,115.188
692,112.007,112.007
693,109.416,109.416
694,102.209,102.209
695,100.342,100.342
696,109.839,109.839
697,101.453,101.453
698,102.922,102.922
699,98.8387,98.8387
700,99.7611,99.7611
701,109.816,109.816
702,107.66,107.66
703,103.186,103.186
704,101.206,101.206
705,101.425,101.425
706,113.748,113.748
707,105.907,105.907
708,105.185,105.185
709,111.696,111.696
710,109.934,109.934
711,118.95,118.95
712,107.854,107.854
713,105.998,105.998
714,101.258,101.258
715,103.127,103.127
716,103.335,103.335
717,104.91,104.91
718,103.367,103.367
719,97.3531,97.3531
720,97.5877,97.5877
721,121.235,121.235
722,106.383,106.383
723,108.758,108.758
724,103.35,103.35
725,106.29,106.29
726,106.302,106.302
727,104.831,104.831
728,103.18,103.18
729,104.335,104.335
730,101.621,101.621
731,111.021,111.021
732,106.933,106.933
733,104.013,104.013
734,104.721,104.721
735,103.542,103.542
736,121.269,121.269
737,114.626,114.626
738,107.358,107.358
739,103.803,103.803
740,108.054,108.054
741,115.461,115.461
742,114.197,114.197
743,110.174,110.174
744,107.341,107.341
745,107.668,107.668
746,112.716,112.716
747,108.465,108.465
748,103.878,103.878
749,103.749,103.749
750,103.158,103.158
751,124.949,124.949
752,113.89,113.89
753,109.823,109.823
754,105.61,105.61
755,107.843,107.843
756,111.556,111.556
757,106.125,106.125
758,107.999,107.999
759,104.256,104.256
760,104.499,104.499
761,115.976,115.976
762,111.128,111.128
763,106.649,106.649
764,107.828,107.828
765,107.582,107.582
766,117.515,117.515
767,112.325,112.325
768,110.362,110.362
769,109.223,109.223
770,111.311,111.311
771,119.347,119.347
772,114.143,114.143
773,117.113,117.113
774,110.257,110.257
775,106.698,106.698
776,112.851,112.851
777,110.49,110.49
778,102.384,102.384
779,106.592,106.592
780,105.235,105.235
781,127.054,127.054
782,115.028,115.028
783,110.49,110.49
784,109.545,109.545
785,113.212,113.212
786,118.138,118.138
787,115.742,115.742
788,110.167,110.167
789,109.507,109.507
790,109.545,109.545
791,115.512,115.512
792,113.508,113.508
793,110.02,110.02
794,115.267,115.267
795,107.595,107.595
796,119.697,119.697
797,110.675,110.675
798,108.485,108.485
799,113.18,113.18
800,111.28,111.28
801,117.051,117.051
802,116.188,116.188
803,119.418,119.418
804,111.321,111.321
805,113.823,113.823
806,113.974,113.974
807,112.81,112.81
808,112.13,112.13
809,108.257,108.257
810,109.127,109.127
811,129.88,129.88
812,115.879,115.879
813,113.424,113.424
814,111.093,111.093
815,109.223,109.223
816,116.136,116.136
817,109.448,109.448
818,112.044,112.044
819,109.119,109.119
820,109.588,109.588
821,116.466,116.466
822,118.782,118.782
823,118.425,118.425
824,112.777,112.777
825,111.715,111.715
826,119.374,119.374
827,116.802,116.802
828,116.034,116.034
829,111.791,111.791
830,109.803,109.803
831,121.889,121.889
832,112.964,112.964
833,110.974,110.974
834,109.166,109.166
835,113.505,113.505
836,113.134,113.134
837,112.058,112.058
838,108.958,108.958
839,107.907,107.907
840,108.386,108.386
841,122.321,122.321
842,111.657,111.657
843,108.631,108.631
844,110.219,110.219
845,107.409,107.409
846,108.175,108.175
847,105.379,105.379
848,105.766,105.766
849,107.55,107.55
850,105.069,105.069
851,114.135,114.135
852,106.878,106.878
853,106.566,106.566
854,105.909,105.909
855,105.466,105.466
856,113.504,113.504
857,106.591,106.591
858,108.348,108.348
859,107.538,107.538
860,108.267,108.267
861,110.448,110.448
862,108.742,108.742
863,111.371,111.371
864,106.897,106.897
865,98.6179,98.6179
866,105.793,105.793
867,97.6535,97.6535
868,98.1998,98.1998
869,99.1983,99.1983
870,99.9081,99.9081
871,114.533,114.533
872,105.144,105.144
873,99.4513,99.4513
874,98.6488,98.6488
875,97.807,97.807
876,100.62,100.62
877,95.4968,95.4968
878,98.8392,98.8392
879,98.7491,98.7491
880,95.9157,95.9157
881,103.099,103.099
882,99.8097,99.8097
883,100.056,100.056
884,98.5219,98.5219
885,91.8667,91.8667
886,106.71,106.71
887,99.7556,99.7556
888,97.2263,97.2263
889,106.048,106.048
890,99.7266,99.7266
891,106.404,106.404
892,98.5665,98.5665
893,98.1955,98.1955
894,97.1723,97.1723
895,97.369,97.369
896,97.6363,97.6363
897,92.1865,92.1865
898,93.7878,93.7878
899,90.6299,90.6299
900,90.1467,90.1467
901,103.551,103.551
902,99.3174,99.3174
903,91.9959,91.9959
904,91.4455,91.4455
905,91.8409,91.8409
906,94.9491,94.9491
907,88.6513,88.6513
908,91.6174,91.6174
909,93.2246,93.2246
910,91.0663,91.0663
911,99.7443,99.7443
912,90.3975,90.3975
913,91.3628,91.3628
914,91.3545,91.3545
915,90.2384,90.2384
916,96.9496,96.9496
917,94.0023,94.0023
918,92.5295,92.5295
919,90.9602,90.9602
920,93.4975,93.4975
921,95.8827,95.8827
922,93.275,93.275
923,94.0549,94.0549
924,91.5323,91.5323
925,92.7414,92.7414
926,93.367,93.367
927,88.7049,88.7049
928,87.5695,87.5695
929,87.4594,87.4594
930,87.4291,87.4291
931,101.033,101.033
932,92.3139,92.3139
933,95.3105,95.3105
934,91.8526,91.8526
935,91.9045,91.9045
936,91.082,91.082
937,89.6926,89.6926
938,89.0495,89.0495
