timestamp,value1,value2
252,37.746,34.226
253,40.282,30.81
254,43.98,36.998
255,43.176,28.464
256,38.998,33.082
257,43.146,36.104
258,42.816,31.314
259,40.47,32.906
260,43.192,33.99
261,41.666,35.492
262,38.756,33.968
263,40.22,34.326
264,40.564,29.328
265,41.62,32.676
266,39.108,32.816
267,42.018,32.982
268,38.498,32.77
269,43.046,36.198
270,39.954,31.902
271,43.226,31.15
272,42.348,34.526
273,41.456,36.314
274,39.508,34.578
275,41.032,34.226
276,40.634,33.384
277,41.994,32.838
278,45.798,33.896
279,39.624,31.596
280,42.376,32.512
281,40.634,38.514
282,41.314,33.036
283,40.634,30.492
284,42.84,37.77
285,40.306,31.15
286,40.564,32.276
287,40.704,34.132
288,42.16,33.028
289,39.264,32.23
290,44.178,32.272
291,38.494,35.752
292,41.962,28.578
293,40.586,36.08
294,43.732,30.564
295,39.32,32.276
296,42.556,33.568
297,40.822,32.122
298,43.404,33.24
299,43.334,32.348
300,42.02,37.864
301,39.414,28.216
302,42.736,32.482
303,42.196,32.808
304,38.99,31.968
305,40.822,33.874
306,42.324,34.648
307,40.592,33.616
308,42.846,32.966
309,46.784,33.758
310,36.784,34.108
311,40.936,32.112
312,41.832,34.554
313,43.672,30.42
314,39.08,32.3
315,41.582,33.896
316,39.442,31.174
317,42.018,36.178
318,40.736,33.146
319,42.394,34.954
320,40.04,31.198
321,44.374,32.244
322,41.804,36.762
323,39.236,33.146
324,40.446,30.492
325,42.442,32.888
326,40.452,32.888
327,45.418,32.84
328,38.076,35.094
329,40.798,33.45
330,43.602,31.714
331,39.574,31.494
332,40.69,33.92
333,43.968,32.324
334,41.198,33.906
335,43.15,31.692
336,42.23,33.956
337,44.56,35.054
338,40.422,30.866
339,41.01,31.362
340,38.544,33.99
341,40.438,31.83
342,42.29,32.348
343,40.576,32.394
344,41.262,33.896
345,44.156,33.662
346,42.724,35.422
347,36.73,27.712
348,45.47,32.52
349,38.568,33.926
350,44.062,34.32
351,41.552,34.46
352,41.256,31.362
353,43.544,32.396
354,42.816,32.51
355,42.91,32.558
356,41.15,33.592
357,40.846,34.318
358,42.212,30.282
359,41.808,32.09
360,43.192,33.16
361,41.738,31.154
362,38.934,34.038
363,40.816,30.258
364,40.542,31.984
365,43.48,36.704
366,42.02,30.752
367,43.336,31.032
368,37.5,37.018
369,42.456,33.99
370,40.64,34.39
371,42.418,34.436
372,42.204,34.628
373,42.35,38.076
374,42.136,32.476
375,40.14,34.52
376,39.742,34.672
377,40.638,36.784
378,42.488,34.272
379,39.28,36.456
380,31.382,38.304
381,34.85,32.418
382,34.594,33.638
383,38.286,34.138
384,32.794,33.662
385,31.408,39.296
386,33.252,32.394
387,33.364,36.052
388,33.268,33.38
389,34.226,35.774
390,36.666,36.59
391,36.566,32.512
392,30.634,37.004
393,35.728,34.302
394,35.026,34.954
395,36.292,35.024
396,30.098,33.732
397,33.346,34.53
398,33.334,30.962
399,33.874,33.85
400,37.982,31.104
401,28.616,36.432
402,36.198,29.904
403,32.296,34.666
404,36.266,32.032
405,34.742,32.418
406,35.516,35.908
407,31.41,31.008
408,35.868,32.394
409,32.888,34.014
410,33.45,32.746
411,33.122,29.758
412,33.356,32.036
413,35,33.944
414,32.888,33.24
415,33.258,33.004
416,34.87,31.644
417,37.536,32.524
418,32.534,32.122
419,33.216,33.638
420,37.834,38.544
421,25.258,29.484
422,2.7,32.724
423,2.606,34.266
424,2.77,32.102
425,2.598,34.154
426,4.352,32.418
427,2.77,34.788
428,2.722,33.334
429,4.132,31.292
430,2.7,36.864
431,2.676,33.16
432,2.794,32.248
433,2.582,34.178
434,2.676,32.794
435,2.512,33.732
436,2.724,31.234
437,2.676,34.374
438,4.414,32.318
439,2.84,34.39
440,2.912,37.3
441,6.22,29.692
442,2.724,32.136
443,2.816,36.032
444,2.606,30.892
445,2.724,34.508
446,2.606,30.798
447,2.7,32.606
448,2.724,32.37
449,2.596,36.972
450,4.352,32.136
451,2.77,36.432
452,2.816,34.554
453,4.038,31.572
454,2.794,33.85
455,2.724,32.042
456,2.722,31.878
457,2.768,32.206
458,2.77,34.812
459,2.606,34.53
460,2.668,33.248
461,2.662,32.276
462,4.4,32.348
463,2.756,32.342
464,2.84,33.896
465,4.342,32.63
466,2.746,32.418
467,2.606,36.738
468,2.63,34.474
469,2.816,31.72
470,2.644,32.958
471,2.734,32.652
472,2.7,32.3
473,2.7,35.898
474,4.414,32.21
475,2.652,32.562
476,2.888,35.456
477,4.084,33.99
478,2.746,39.484
479,2.652,28.592
480,2.63,36.292
481,2.652,35.496
482,2.558,31.032
483,2.7,34.598
484,2.794,30.306
485,2.464,33.83
486,4.188,34.754
487,2.71,29.852
488,2.792,37.018
489,4.388,28.99
490,2.77,32.032
491,2.852,32.692
492,2.7,32.23
493,2.888,32.824
494,2.746,37.95
495,2.676,29.178
496,2.84,31.104
497,2.77,33.708
498,4.46,32.23
499,2.958,34.798
500,2.982,32.382
501,4.32,33.912
502,3.126,33.714
503,2.724,29.53
504,2.794,32.278
505,2.606,34.63
506,2.55,30.046
507,2.568,33.568
508,2.84,32.066
509,2.606,35.728
510,4.32,32.536
511,2.77,35.14
512,2.982,35.044
513,4.39,31.378
514,3.556,35.07
515,3.382,34.014
516,3.486,38.886
517,3.568,34.046
518,3.38,34.636
519,3.122,34.668
520,3.356,35.4
521,3.544,36.784
522,5.234,32.788
523,3.51,34.216
524,3.512,36.072
525,5.046,34.054
526,3.686,36.628
527,3.522,37.51
528,3.804,30.752
529,3.802,33.638
530,3.946,33.356
531,3.78,33.474
532,3.968,33.474
533,3.742,38.656
534,5.916,32.644
535,3.686,32.91
536,3.568,35.838
537,5.212,34.288
538,3.498,35.68
539,3.262,37.794
540,3.286,32.614
541,3.85,34.718
542,3.92,34.718
543,3.592,35.868
544,3.404,32.724
545,3.192,38.11
546,5.094,32.512
547,3.334,34.272
548,3.616,35.65
549,5.376,34.148
550,3.544,35.246
551,3.592,33.036
552,3.24,36.32
553,3.38,34.742
554,2.724,35.282
555,2.746,32.178
556,2.676,33.826
557,2.582,35.916
558,4.954,36.362
559,3.332,36.174
560,3.428,33.568
561,4.954,33.94
562,3.38,33.756
563,3.45,34.014
564,3.192,34.3
565,3.334,35.894
566,3.122,39.374
567,3.146,31.27
568,3.404,34.202
569,2.934,35.938
570,5.188,34.196
571,3.45,36.432
572,2.724,34.976
573,4.32,35.72
574,3.544,38.262
575,3.192,30.854
576,3.216,33.508
577,3.522,33.576
578,2.7,36.134
579,3.498,31.842
580,3.522,33.57
581,3.216,35.076
582,4.812,33.61
583,2.794,33.874
584,2.958,36.52
585,4.132,32.724
586,2.768,40.868
587,2.63,33.028
588,2.606,32.206
589,2.536,34.836
590,2.606,34.584
591,2.692,34.848
592,2.568,35.364
593,56.854,35
594,38.874,35.616
595,34.202,32.09
596,35.962,36.01
597,34.46,37.264
598,32.726,34.396
599,35,35.774
600,31.08,36.666
601,34.32,32.136
602,34.084,34.524
603,31.268,32.002
604,33.18,33.906
605,35.046,35.634
606,32.91,35.32
607,32.808,36.668
608,34.366,35.656
609,36.476,34.044
610,34.084,35.798
611,33.004,31.902
612,35.212,35.188
613,30.58,33.24
614,33.498,33.944
615,35.62,36.208
616,32.84,34.32
617,32.37,34.042
618,35.192,33.802
619,34.632,34.446
620,35.938,37.138
621,36.738,33.186
622,34.062,34.976
623,31.972,37.354
624,32.018,33.78
625,33.146,36.15
626,35.822,33.732
627,35.376,32.246
628,31.644,33.874
629,33.122,35.704
630,35.262,35.282
631,38.31,35.61
632,31.15,35.846
633,36.672,34.226
634,31.524,35.438
635,33.356,35.186
636,33.474,32
637,33.344,34.17
638,36.032,34.544
639,36.086,34.29
640,34.59,36.738
641,30.564,34.504
642,36.244,34.882
643,34.972,32.582
644,33.192,35.818
645,37.864,34.364
646,30.218,34.178
647,33.216,35.564
648,33.098,35.564
649,35.732,34.062
650,32.442,35.998
651,32.512,33.498
652,32.016,33.24
653,33.554,36.902
654,35.4,33.45
655,33.13,34.39
656,33.38,36.062
657,36.554,35.706
658,35.212,38.85
659,32.218,32.184
660,34.596,34.296
661,31.984,36.048
662,33.722,33.624
663,35.54,34.702
664,31.448,37.596
665,33.284,33.098
666,34.882,34.624
667,33.522,36.048
668,33.198,38.968
669,36.268,33.216
670,36.432,36.478
671,31.268,32.072
672,33.052,34.36
673,33.082,33.96
674,32.91,34.09
675,35.22,36.668
676,32.65,32.222
677,33.802,39.536
678,32.746,31.022
679,33.24,34.252
680,33.262,38.92
681,36.62,34.558
682,34.01,33.796
683,34.766,38.944
684,34.976,29.578
685,33.498,36.174
686,35.774,33.45
687,34.906,35.212
688,30.986,34.648
689,36.15,38.194
690,35.428,32.112
691,37.394,34.742
692,35.046,38.38
693,39.644,32.348
694,31.738,38.262
695,33.472,32.816
696,33.356,36.432
697,35.798,32.066
698,30.564,34.138
699,37.394,34.46
700,34.014,34.53
701,31.314,35.394
702,34.882,38.99
703,33.404,27.042
704,35.306,34.882
705,35.492,33.052
706,36.362,37.37
707,30.506,35.08
708,33.216,34.698
709,35.986,32.822
710,36.784,32.136
711,31.186,35.858
712,33.952,30.204
713,33.85,35.042
714,35.61,32.71
715,34.16,35.178
716,38.896,32.816
717,32.418,34.272
718,35.212,31.526
719,32.746,35.846
720,32.16,33.31
721,33.616,36.832
722,33.474,29.718
723,35.544,34.508
724,31.62,35.47
725,36.384,37.722
726,34.484,34.36
727,36.22,35.916
728,33.428,34.108
729,39.132,34.372
730,31.526,37.14
731,33.262,36.714
732,33.45,32.786
733,33.65,35.694
734,39.554,32.254
735,30.056,34.436
736,35.938,34.108
737,31.502,35.938
738,35.526,36.502
739,33.616,36.114
740,33.826,37.738
741,38.31,34.742
742,38.278,31.668
743,35.868,35.242
744,31.268,34.054
745,33.968,35.64
746,33.68,34.658
747,33.356,34.194
748,35.066,35.188
749,31.342,35.846
750,36.268,35.54
751,32.536,38.152
752,33.028,32.91
753,38.616,34.668
754,32.404,36.15
755,35.164,35.798
756,31.408,38.708
757,34.624,33.836
758,32.3,37.444
759,34.988,33.122
760,35.284,34.508
761,33.356,39.178
762,36.878,32.126
763,31.41,34.664
764,36.596,39.508
765,31.714,31.478
766,33.234,36.09
767,33.098,36.232
768,36.644,34.6
769,32.464,37.136
770,33.24,34.264
771,34.414,33.802
772,32.348,33.186
773,35.68,37.356
774,35.44,35.37
775,34.062,33.826
776,33.216,35.704
777,34.972,36.032
778,34.672,32.112
779,31.83,38.192
780,35.17,32.464
781,31.478,34.178
782,36.21,34.414
783,36.854,36.272
784,31.15,32.362
785,34.436,35.588
786,33.874,35.492
787,35.07,32.652
788,34.006,37.762
789,36.566,31.052
790,34.882,35.892
791,33.254,31.69
792,38.896,33.602
793,27.676,37.49
794,33.344,33.616
795,33.286,33.674
796,33.424,33.806
797,33.24,38.92
798,36.948,32.018
799,36.582,34.836
800,33.604,35.14
801,37.652,34.38
802,31.032,35.54
803,33.31,31.362
804,35.188,35.328
805,31.456,33.052
806,34.906,35.34
807,32.442,32.95
808,33.732,35.962
809,35.916,34.172
810,39.578,34.826
811,31.61,35.4
812,33.312,34.608
813,34.93,35.16
814,35.892,37.348
815,34.972,34.436
816,37.864,31.268
817,31.302,34.036
818,33.482,34.826
819,35.938,33.708
820,30.634,35.046
821,33.112,37.794
822,36.462,31.644
823,33.686,34.236
824,31.338,39.624
825,37.816,34.178
826,33.358,36.8
827,33.076,34.976
828,34.226,32.184
829,35.352,34.226
830,30.422,34.014
831,33.896,33.99
832,33.616,33.896
833,33.356,37.512
834,34.976,35.54
835,33.262,29.976
836,35.238,35.47
837,33.506,37.864
838,36.08,37.284
839,30.164,31.902
840,35.962,35.478
841,33.31,35.934
842,35.14,36.032
843,31.644,33.334
844,33.592,38.732
845,34.224,31.644
846,33.732,34.6
847,35,36.854
848,33.912,35.822
849,33.376,34.226
850,33.404,39.906
851,34.53,30.83
852,37.148,34.418
853,33.568,37.136
854,35.564,32.134
855,32.078,34.836
856,35.14,36.456
857,32.218,37.746
858,35.164,31.422
859,36.456,34.32
860,30.258,35.892
861,34.554,34.11
862,33.252,40.728
863,37.196,32.652
864,33.146,35.564
865,35.168,33.968
866,34.068,33.802
867,30.492,36.374
868,33.474,36.154
869,35.83,33.73
870,36.41,33.474
871,36.174,36.08
872,38.028,35.628
873,35.914,35.61
874,32.206,35.516
875,35.868,35.094
876,30.68,34.622
877,33.65,34.512
878,35.59,34.79
879,34.672,36.644
880,35.094,34.484
881,32.238,32.91
882,35.124,35.61
883,33.374,33.404
884,36.83,35.374
885,31.244,35.458
886,36.192,31.784
887,34.63,33.532
888,31.972,35.066
889,35.14,38.498
890,31.78,31.44
891,33.004,35.288
892,33.522,32.324
893,35.806,35.456
894,33.814,37.142
895,34.226,34.794
896,31.502,36.76
897,34.86,34.178
898,34.93,33.436
899,35.89,36.114
900,33.464,34.302
901,36.244,38.968
902,30.464,33.098
903,34.202,34.226
904,33.78,33.812
905,33.334,35.7
906,35.046,34.058
907,35.4,35.586
908,33.076,36.338
909,35.13,33.192
910,34.896,35.14
911,35.774,36.666
912,33.826,33.31
913,36.384,35.164
914,32.794,34.624
915,34.436,32.12
916,31.974,33.638
917,33.146,35.4
918,36.056,33.232
919,36.808,33.766
920,33.99,40.188
921,32.152,29.202
922,34.742,33.328
923,32.112,33.122
924,33.292,37.864
925,38.028,37.77
926,33.146,33.276
927,33.874,32.77
928,34.132,33.78
929,33.732,38
930,35.844,31.596
931,32.206,33.78
932,35.306,36.698
933,33.286,32.85
934,33.286,39.136
935,33.448,34.202
936,33.286,34.014
937,34.366,33.332
938,35.306,33.436
939,32.536,35.434
940,33.568,31.942
941,33.404,37.936
942,35,33.99
943,33.474,36.83
944,36.338,34.422
945,31.784,33.812
946,33.64,35.328
947,35.392,31.996
948,31.198,33.802
949,33.522,34.394
950,33.498,34.586
951,35.774,34.402
952,33.262,37.3
953,31.892,34.474
954,35.234,33.098
955,33.356,35.47
956,33.568,39.342
957,37.452,34.86
958,33.498,34.546
959,31.338,33.322
960,37.176,33.05
961,32.218,32.09
962,33.334,33.344
963,33.38,34.088
964,35.54,34.062
965,32.512,38.216
966,36.972,30.54
967,34.53,33.356
968,32.388,39.154
969,35.024,33.356
970,35.428,34.158
971,31.174,34.604
972,34.812,33.064
973,35.998,33.136
974,33.878,34.226
975,35.352,34.718
976,34.554,28.572
977,34.132,37.464
978,32.63,31.822
979,33.498,34.24
980,33.45,37.718
981,34.718,34.6
982,35.282,33.616
983,32.442,33.544
984,32.348,35.424
985,33.38,32.032
986,35.892,33.756
987,33.592,33.31
988,35.306,33.492
989,31.362,36.362
990,36.362,32.206
991,31.886,36.62
992,34.636,32.132
993,39.688,34.226
994,32.244,33.968
995,34.508,36.62
996,34.016,36.564
997,32.5,35.022
998,34.108,32.248
999,36.714,34.148
1000,32.3,33.17
1001,33.756,35.986
1002,35.564,33.38
1003,33.802,35.144
1004,36.86,36.714
1005,36.476,31.784
1006,31.572,33.686
1007,33.428,33.122
1008,33.462,34.578
1009,33.326,34.894
1010,33.146,36.218
1011,36.294,36.77
1012,29.976,31.22
1013,35.54,35.086
1014,34.444,35.576
1015,34.788,33.666
1016,34.718,37.888
1017,38.094,36.398
1018,32.84,33
1019,36.572,32.698
1020,32.288,33.662
1021,33.592,34.108
1022,35.646,37.522
1023,36.796,33.802
1024,33.31,32.018
1025,31.59,36.056
1026,36.596,33.286
1027,37.368,36.04
1028,33.822,38.342
1029,35.07,36.572
1030,35.422,32.518
1031,31.16,34.32
1032,33.288,36.808
1033,35.188,31.808
1034,32.488,37.16
1035,32.042,37.136
1036,35.352,33.99
1037,31.3,38.052
1038,34.976,34.46
1039,36.056,34.53
1040,33.638,35.962
1041,39.39,41.01
1042,31.866,28.794
1043,35.21,34.624
1044,31.612,35.622
1045,33.544,37.824
1046,33.628,37.42
1047,36.008,34.226
1048,33.076,36.572
1049,31.962,38.92
1050,36.362,32.076
1051,34.554,36.902
1052,33.522,34.202
1053,38.33,34.682
1054,36.08,36.036
1055,33.92,33.192
1056,31.996,34.976
1057,34.624,35.798
1058,34.272,37.214
1059,33.85,38.512
1060,35.894,32.614
1061,33.262,39.638
1062,39.062,34.122
1063,32.146,33.452
1064,31.91,36.572
1065,34.928,39.32
1066,37.63,32.046
1067,32.816,34.436
1068,33.544,34.718
1069,33.58,34.636
1070,35.53,36.456
1071,32.9,38.45
1072,36.69,29.962
1073,34.27,37.522
1074,36.15,35.234
1075,35.376,34.882
1076,33.99,36.526
1077,35.164,36.596
1078,35.118,40.436
1079,32.394,31.118
1080,35.47,34.178
1081,31.924,36.49
1082,36.338,32.442
1083,30.854,34.508
1084,35.25,36.286
1085,36.384,35.916
1086,35.892,33.63
1087,33.344,34.47
1088,35.958,35.986
1089,36.216,34.474
1090,34.048,35.982
1091,36.144,37.978
1092,32.652,28.968
1093,32.582,35.188
1094,33.944,32.53
1095,34.332,33.498
1096,35.542,35.326
1097,37.018,32.7
1098,33.474,33.262
1099,34.05,36.502
1100,37.676,35.234
1101,36.4,38.24
1102,33.896,31.126
1103,35.376,36.178
1104,31.264,32.042
1105,33.428,33.732
1106,33.19,33.17
1107,34.578,33.826
1108,34.854,33.498
1109,37.63,35.212
1110,30.446,40.492
1111,36.054,30.47
1112,34.672,37.324
1113,36.456,33.052
1114,34.73,33.262
1115,34.084,33.376
1116,31.472,36.338
1117,33.498,34.132
1118,36.314,32.864
1119,32.558,34.202
1120,35.188,34.39
1121,36.572,36.238
1122,31.972,38.638
1123,33.38,30.44
1124,33.638,39.718
1125,34.948,34
1126,33.262,33.34
1127,35.146,35.658
1128,35.258,31.8
1129,29.742,33.876
1130,33.498,37.488
1131,33.322,29.94
1132,36.384,35.962
1133,33.028,33.336
1134,37.042,33.802
1135,32.63,35.938
1136,32.09,34.836
1137,37.672,35.564
1138,30.938,39.904
1139,33.192,29.372
1140,33.286,33.92
1141,35.586,33.99
1142,35.634,36.808
1143,35.14,33.908
1144,33.756,33.514
1145,33.156,35.296
1146,35.118,40.54
1147,36.93,33.298
1148,30,35.516
1149,35.036,36.282
1150,34.718,31.362
1151,32.184,33.946
1152,35.822,33.78
1153,37.958,35.634
1154,31.464,32.694
1155,33.522,32.954
1156,33.39,33.85
1157,35.774,36.198
1158,33.718,38.638
1159,32.042,31.746
1160,35.306,37.136
1161,32.726,35.68
1162,33.544,34.508
1163,33.24,34.442
1164,35.962,33.764
1165,33.428,34.384
1166,36.572,34.496
1167,33.474,35.708
1168,31.032,32.824
1169,33.204,38.874
1170,36.314,31.08
1171,34.89,33.722
1172,35.62,35.328
1173,33.004,36.69
1174,34.694,37.16
1175,31.712,34.554
1176,33.122,36.62
1177,36.198,35
1178,32.436,30.938
1179,31.362,33.472
1180,33.428,35.95
1181,33.216,34.214
1182,36.15,33.662
1183,32.184,34.694
1184,33.58,37.816
1185,36.972,34.624
1186,31.596,35.634
1187,37.286,34.3
1188,31.902,33.874
1189,34.648,36.478
1190,32.418,32.16
1191,35.854,33.81
1192,31.854,34.028
1193,33.428,35.516
1194,35.146,34.296
1195,33.404,32.464
1196,34.906,34.718
1197,38.396,37.07
1198,28.92,35.4
1199,33.46,31.646
1200,33.686,33.404
1201,33.498,33.712
1202,35.752,35.07
1203,36.572,34.824
1204,30.206,31.972
1205,33.474,35.098
1206,37.632,33.944
1207,30.728,35.586
1208,33.568,33.28
1209,35.122,34.718
1210,35.212,34.648
1211,32.582,34.836
1212,32.184,33.376
1213,33.498,34.624
1214,36.502,34.07
1215,33.96,33.616
1216,36.244,37.352
1217,32.888,30.63
1218,32.536,32.698
1219,34.836,35.504
1220,32.076,36.996
1221,35.118,33.738
1222,34.806,35.54
1223,37.84,32.536
1224,31.388,32.254
1225,33.392,34.186
1226,34.86,33.052
1227,31.634,36.15
1228,33.708,32.228
1229,33.286,38.492
1230,36.784,34.694
1231,31.76,34.154
1232,33.568,38.242
1233,36.55,36.202
1234,32.3,34.238
1235,35.868,30.916
1236,32.7,33.24
1237,32.724,35.492
1238,35.058,35.024
1239,37.944,32.066
1240,32.558,33.802
1241,33.484,36.69
1242,37.16,36.032
1243,34.084,36.254
1244,31.01,40.188
1245,35.188,28.944
1246,33.65,33.85
1247,34.514,33.732
1248,33.896,33.278
1249,31.552,33.53
1250,33.404,36.046
1251,33.24,33.18
1252,35.896,32.644
1253,30.68,37.244
1254,36.276,30.76
1255,34.02,33.772
1256,31.604,39.424
1257,34.93,33.028
1258,33.474,35.164
1259,33.498,31.76
1260,33.24,33.278
1261,36.816,33.756
1262,33.356,35.798
1263,31.408,33.404
1264,33.708,35.446
1265,33.31,35.602
1266,34.958,34.66
1267,36.244,34.874
1268,35.282,33.568
1269,34.272,33.474
1270,32.276,35.258
1271,38.42,35.4
1272,30.658,34.65
1273,33.31,35.4
1274,34.954,36.736
1275,35.282,33.202
1276,32.676,34.136
1277,33.17,35.868
1278,34.87,33.568
1279,33.662,33.638
1280,37.794,37.418
1281,30.73,32.934
1282,33.662,33.052
1283,36.948,33.262
1284,32.206,33.654
1285,33.286,33.874
1286,35.492,34.108
1287,31.924,33.78
1288,33.78,34.436
1289,33.38,37.184
1290,35.274,32.464
1291,35.254,35.634
1292,33.896,34.6
1293,33.004,33.616
1294,33.256,33.99
1295,33.368,33.756
