timestamp,value
624,32.018
625,33.146
626,35.822
627,35.376
628,31.644
629,33.122
630,35.262
631,38.31
632,31.15
633,36.672
634,31.524
635,33.356
636,33.474
637,33.344
638,36.032
639,36.086
640,34.59
641,30.564
642,36.244
643,34.972
644,33.192
645,37.864
646,30.218
647,33.216
648,33.098
649,35.732
650,32.442
651,32.512
652,32.016
653,33.554
654,35.4
655,33.13
656,33.38
657,36.554
658,35.212
659,32.218
660,34.596
661,31.984
662,33.722
663,35.54
664,31.448
665,33.284
666,34.882
667,33.522
668,33.198
669,36.268
670,36.432
671,31.268
672,33.052
673,33.082
674,32.91
675,35.22
676,32.65
677,33.802
678,32.746
679,33.24
680,33.262
681,36.62
682,34.01
683,34.766
684,34.976
685,33.498
686,35.774
687,34.906
688,30.986
689,36.15
690,35.428
691,37.394
692,35.046
693,39.644
694,31.738
695,33.472
696,33.356
697,35.798
698,30.564
699,37.394
700,34.014
701,31.314
702,34.882
703,33.404
704,35.306
705,35.492
706,36.362
707,30.506
708,33.216
709,35.986
710,36.784
711,31.186
712,33.952
713,33.85
714,35.61
715,34.16
716,38.896
717,32.418
718,35.212
719,32.746
720,32.16
721,33.616
722,33.474
723,35.544
724,31.62
725,36.384
726,34.484
727,36.22
728,33.428
729,39.132
730,31.526
731,33.262
732,33.45
733,33.65
734,39.554
735,30.056
736,35.938
737,31.502
738,35.526
739,33.616
740,33.826
741,38.31
742,38.278
743,35.868
744,31.268
745,33.968
746,33.68
747,33.356
748,35.066
749,31.342
750,36.268
751,32.536
752,33.028
753,38.616
754,32.404
755,35.164
756,31.408
757,34.624
758,32.3
759,34.988
760,35.284
761,33.356
762,36.878
763,31.41
764,36.596
765,31.714
766,33.234
767,33.098
768,36.644
769,32.464
770,33.24
771,34.414
772,32.348
773,35.68
774,35.44
775,34.062
776,33.216
777,34.972
778,34.672
779,31.83
780,35.17
781,31.478
782,36.21
783,36.854
784,31.15
785,34.436
786,33.874
787,35.07
788,34.006
789,36.566
790,34.882
791,33.254
792,38.896
793,27.676
794,33.344
795,33.286
796,33.424
797,33.24
798,36.948
799,36.582
800,33.604
801,37.652
802,31.032
803,33.31
804,35.188
805,31.456
806,34.906
807,32.442
808,33.732
809,35.916
810,39.578
811,31.61
812,33.312
813,34.93
814,35.892
815,34.972
816,37.864
817,31.302
818,33.482
819,35.938
820,30.634
821,33.112
822,36.462
823,33.686
824,31.338
825,37.816
826,33.358
827,33.076
828,34.226
829,35.352
830,30.422
831,33.896
832,33.616
833,33.356
834,34.976
835,33.262
836,35.238
837,33.506
838,36.08
839,30.164
840,35.962
841,33.31
842,35.14
843,31.644
844,33.592
845,34.224
846,33.732
847,35
848,33.912
849,33.376
850,33.404
851,34.53
852,37.148
853,33.568
854,35.564
855,32.078
856,35.14
857,32.218
858,35.164
859,36.456
860,30.258
861,34.554
862,33.252
863,37.196
864,33.146
865,35.168
866,34.068
867,30.492
868,33.474
869,35.83
870,36.41
871,36.174
872,38.028
873,35.914
874,32.206
875,35.868
876,30.68
877,33.65
878,35.59
879,34.672
880,35.094
881,32.238
882,35.124
883,33.374
884,36.83
885,31.244
886,36.192
887,34.63
888,31.972
889,35.14
890,31.78
891,33.004
892,33.522
893,35.806
894,33.814
895,34.226
896,31.502
897,34.86
898,34.93
899,35.89
900,33.464
901,36.244
902,30.464
903,34.202
904,33.78
905,33.334
906,35.046
907,35.4
908,33.076
909,35.13
910,34.896
911,35.774
912,33.826
913,36.384
914,32.794
915,34.436
916,31.974
917,33.146
918,36.056
919,36.808
920,33.99
921,32.152
922,34.742
923,32.112
924,33.292
925,38.028
926,33.146
927,33.874
928,34.132
929,33.732
930,35.844
931,32.206
932,35.306
933,33.286
934,33.286
935,33.448
936,33.286
937,34.366
938,35.306
939,32.536
940,33.568
941,33.404
942,35
943,33.474
944,36.338
945,31.784
946,33.64
947,35.392
948,31.198
949,33.522
950,33.498
951,35.774
952,33.262
953,31.892
954,35.234
955,33.356
956,33.568
957,37.452
958,33.498
959,31.338
960,37.176
961,32.218
962,33.334
963,33.38
964,35.54
965,32.512
966,36.972
967,34.53
968,32.388
969,35.024
970,35.428
971,31.174
972,34.812
973,35.998
974,33.878
975,35.352
976,34.554
977,34.132
978,32.63
979,33.498
980,33.45
981,34.718
982,35.282
983,32.442
984,32.348
985,33.38
986,35.892
987,33.592
988,35.306
989,31.362
990,36.362
991,31.886
992,34.636
993,39.688
994,32.244
995,34.508
996,34.016
997,32.5
998,34.108
999,36.714
1000,32.3
1001,33.756
1002,35.564
1003,33.802
1004,36.86
1005,36.476
1006,31.572
1007,33.428
1008,33.462
1009,33.326
1010,33.146
1011,36.294
1012,29.976
1013,35.54
1014,34.444
1015,34.788
1016,34.718
1017,38.094
1018,32.84
1019,36.572
1020,32.288
1021,33.592
1022,35.646
1023,36.796
1024,33.31
1025,31.59
1026,36.596
1027,37.368
1028,33.822
1029,35.07
1030,35.422
1031,31.16
1032,33.288
1033,35.188
1034,32.488
1035,32.042
1036,35.352
1037,31.3
1038,34.976
1039,36.056
1040,33.638
1041,39.39
1042,31.866
1043,35.21
1044,31.612
1045,33.544
1046,33.628
1047,36.008
1048,33.076
1049,31.962
1050,36.362
1051,34.554
1052,33.522
1053,38.33
1054,36.08
1055,33.92
1056,31.996
1057,34.624
1058,34.272
1059,33.85
1060,35.894
1061,33.262
1062,39.062
1063,32.146
1064,31.91
1065,34.928
1066,37.63
1067,32.816
1068,33.544
1069,33.58
1070,35.53
1071,32.9
1072,36.69
1073,34.27
1074,36.15
1075,35.376
1076,33.99
1077,35.164
1078,35.118
1079,32.394
1080,35.47
1081,31.924
1082,36.338
1083,30.854
1084,35.25
1085,36.384
1086,35.892
1087,33.344
1088,35.958
1089,36.216
1090,34.048
1091,36.144
1092,32.652
1093,32.582
1094,33.944
1095,34.332
1096,35.542
1097,37.018
1098,33.474
1099,34.05
1100,37.676
1101,36.4
1102,33.896
1103,35.376
1104,31.264
1105,33.428
1106,33.19
1107,34.578
1108,34.854
1109,37.63
1110,30.446
1111,36.054
1112,34.672
1113,36.456
1114,34.73
1115,34.084
1116,31.472
1117,33.498
1118,36.314
1119,32.558
1120,35.188
1121,36.572
1122,31.972
1123,33.38
1124,33.638
1125,34.948
1126,33.262
1127,35.146
1128,35.258
1129,29.742
1130,33.498
1131,33.322
1132,36.384
1133,33.028
1134,37.042
1135,32.63
1136,32.09
1137,37.672
1138,30.938
1139,33.192
1140,33.286
1141,35.586
1142,35.634
1143,35.14
1144,33.756
1145,33.156
1146,35.118
1147,36.93
1148,30
1149,35.036
1150,34.718
1151,32.184
1152,35.822
1153,37.958
1154,31.464
1155,33.522
1156,33.39
1157,35.774
1158,33.718
1159,32.042
1160,35.306
1161,32.726
1162,33.544
1163,33.24
1164,35.962
1165,33.428
1166,36.572
1167,33.474
1168,31.032
1169,33.204
1170,36.314
1171,34.89
1172,35.62
1173,33.004
1174,34.694
1175,31.712
1176,33.122
1177,36.198
1178,32.436
1179,31.362
1180,33.428
1181,33.216
1182,36.15
1183,32.184
1184,33.58
1185,36.972
1186,31.596
1187,37.286
1188,31.902
1189,34.648
1190,32.418
1191,35.854
1192,31.854
1193,33.428
1194,35.146
1195,33.404
1196,34.906
1197,38.396
1198,28.92
1199,33.46
1200,33.686
1201,33.498
1202,35.752
1203,36.572
1204,30.206
1205,33.474
1206,37.632
1207,30.728
1208,33.568
1209,35.122
1210,35.212
1211,32.582
1212,32.184
1213,33.498
1214,36.502
1215,33.96
1216,36.244
1217,32.888
1218,32.536
1219,34.836
1220,32.076
1221,35.118
1222,34.806
1223,37.84
1224,31.388
1225,33.392
1226,34.86
1227,31.634
1228,33.708
1229,33.286
1230,36.784
1231,31.76
1232,33.568
1233,36.55
1234,32.3
1235,35.868
1236,32.7
1237,32.724
1238,35.058
1239,37.944
1240,32.558
1241,33.484
1242,37.16
1243,34.084
1244,31.01
1245,35.188
1246,33.65
1247,34.514
1248,33.896
1249,31.552
1250,33.404
1251,33.24
1252,35.896
1253,30.68
1254,36.276
1255,34.02
1256,31.604
1257,34.93
1258,33.474
1259,33.498
1260,33.24
1261,36.816
1262,33.356
1263,31.408
1264,33.708
1265,33.31
1266,34.958
1267,36.244
1268,35.282
1269,34.272
1270,32.276
1271,38.42
1272,30.658
1273,33.31
1274,34.954
1275,35.282
1276,32.676
1277,33.17
1278,34.87
1279,33.662
1280,37.794
1281,30.73
1282,33.662
1283,36.948
1284,32.206
1285,33.286
1286,35.492
1287,31.924
1288,33.78
1289,33.38
1290,35.274
1291,35.254
1292,33.896
1293,33.004
1294,33.256
1295,33.368
